month,day,year,day_of_year,date,zone,type_of_site,site.number1,number_of_visit,site,latitude,longitude,elevation,temperature,wind,band,species,sex,plumage,beak_length,beak_depth,beak_width,tarsus,wing,mass,pox_IUR,pox_scale,pox_lesion
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,23.7,0.3,SM976,small,F,NA,8.59,7.33,4.92,16.76,59,13.32,U,NA,NA
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,23.7,0.3,SM977,small,M,5,8.92,7.47,4.97,17.69,63,14.72,U,NA,NA
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,23.7,0.3,SM405,small,M,4,9.01,7.58,5.17,18.29,64,15.26,I,A,2.21
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,23.7,0.3,SM982,small,M,5,8.66,8.12,5.16,17.32,63,15.78,U,NA,NA
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,23.7,0.3,SM983,small,F,NA,8.45,6.79,5.01,20.21,59,13.68,U,NA,NA
6,4,2022,155,4-Jun-22,Cascajo,Agricola,2,4,Rosa Calva,-0.6708169,-90.2627183,260,23.7,0.3,SM1381,medium,M,2,12.78,10.66,8.7,21.53,73,23.82,R,NA,NA
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,21.5,0.3,SM984,small,F,NA,9.78,7.56,5.55,18.8,62,15.1,R,NA,NA
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,21.5,0.3,SM985,small,F,NA,9.82,7.38,5.4,16.75,59,12.98,U,NA,NA
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,21.5,0.3,SM989,small,F,NA,9.85,7.39,5.68,16.48,62,14.27,U,NA,NA
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,21.5,0.3,SM991,small,M,5,10,7.86,6.11,16.81,62,14.03,I,A,2.66
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,21.5,0.3,SM993,small,F,NA,9.82,6.72,5.74,16.31,63,12.27,U,NA,NA
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,21.5,0.3,SM994,small,U,NA,10.12,6.97,5.52,17.86,58,11.8,U,NA,NA
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,21.5,0.3,SM995,small,F,NA,10.12,7.66,5.89,15.87,58,12.78,I,A,2.06
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,21.5,0.3,SM996,small,F,NA,9.62,6.95,5.45,17.91,59,13.29,I,C,5.56
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,21.5,0.3,SM998,small,F,NA,10.72,7.44,5.55,15.91,62,13,I,A,1.31
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,21.5,0.3,SM1382,medium,F,NA,12.5,10.97,7.82,19.15,70,18.8,R,NA,NA
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,21.5,0.3,SMA002,small,M,3,9.81,7.93,5.83,17.45,63,14.87,U,NA,NA
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,21.5,0.3,SMA003,small,F,NA,10,7.04,5.94,16.7,61,12.76,U,NA,NA
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,21.5,0.3,SMA004,small,F,NA,9.77,6.85,5.52,15.26,57,11.94,U,NA,NA
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,21.5,0.3,SMA011,small,F,NA,9.84,7.26,5.84,15.55,59,13.46,I,A,1.62
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,21.5,0.3,SM700,small,M,5,9.46,7.45,5.77,16.61,62,15.07,U,NA,NA
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,21.5,0.3,SMA013,small,M,4,9.63,7.28,5.82,16.72,62,14.28,U,NA,NA
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,21.5,0.3,SMA014,small,F,NA,10.04,7.24,5.7,16.33,59,12.03,U,NA,NA
6,6,2022,157,6-Jun-22,Santa Rosa,Agricola,3,4,Carmen Ramon,-0.6552219,-90.4075372,390,21.5,0.3,SMA015,small,F,NA,8.93,7.21,5.3,16,60,12.39,U,NA,NA
6,7,2022,158,7-Jun-22,Occidente,Agricola,4,4,Mario Piu,-0.7025606,-90.3538699,170,23.3,0,SM462,small,M,3,8.32,7.24,5.01,16.22,60,12.08,R,NA,NA
6,7,2022,158,7-Jun-22,Occidente,Agricola,4,4,Mario Piu,-0.7025606,-90.3538699,170,23.3,0,SMA021,small,M,5,9.96,7.6,5.67,18.81,63,15.11,R,NA,NA
6,7,2022,158,7-Jun-22,Occidente,Agricola,4,4,Mario Piu,-0.7025606,-90.3538699,170,23.3,0,SMA022,small,U,NA,8.56,6.95,4.87,16.3,58,13.93,R,NA,NA
6,9,2022,160,9-Jun-22,El Carmen,Ganadera,5,4,Peter Schiess,-0.6659695,-90.3910426,400,19.2,0,SMA025,small,M,5,9.29,7.82,5.02,17.91,64,14.19,R,NA,NA
6,9,2022,160,9-Jun-22,El Carmen,Ganadera,5,4,Peter Schiess,-0.6659695,-90.3910426,400,19.2,0,SMA026,small,M,4,8.64,7.45,5.24,16.43,61,14.94,U,NA,NA
6,9,2022,160,9-Jun-22,El Carmen,Ganadera,5,4,Peter Schiess,-0.6659695,-90.3910426,400,19.2,0,SMA028,small,M,4,9.2,7.3,5.63,17.54,59,15.26,R,NA,NA
6,9,2022,160,9-Jun-22,El Carmen,Ganadera,5,4,Peter Schiess,-0.6659695,-90.3910426,400,19.2,0,SMA029,small,F,NA,8.58,7.69,4.92,15.66,60,13.28,U,NA,NA
6,9,2022,160,9-Jun-22,El Carmen,Ganadera,5,4,Peter Schiess,-0.6659695,-90.3910426,400,19.2,0,SMA034,small,M,5,8.7,7.41,5.03,17.68,62,15.95,R,NA,NA
6,15,2022,166,15-Jun-22,Cascajo,Ganadera,6,4,Patricia Ortiz,-0.6887687,-90.301084,200,21.8,0.1,SMA035,small,F,NA,9.01,7.12,5.66,16.13,59,13.66,U,NA,NA
6,15,2022,166,15-Jun-22,Cascajo,Ganadera,6,4,Patricia Ortiz,-0.6887687,-90.301084,200,21.8,0.1,SMA039,small,M,5,10.46,7.56,5.86,16.85,61,15.76,R,NA,NA
6,15,2022,166,15-Jun-22,Cascajo,Ganadera,6,4,Patricia Ortiz,-0.6887687,-90.301084,200,21.8,0.1,SMA040,small,F,NA,9.03,7.42,5.83,15.6,60,13.92,I,B,1.86
6,16,2022,167,16-Jun-22,Santa Rosa,Ganadera,7,4,Miguel Ramón,-0.6340509,-90.432526,370,20.8,0.4,SMA042,small,F,NA,10.05,7.65,5.77,16.7,60,15.71,R,NA,NA
6,16,2022,167,16-Jun-22,Santa Rosa,Ganadera,7,4,Miguel Ramón,-0.6340509,-90.432526,370,20.8,0.4,SMA045,small,F,NA,9.3,7.2,5.5,15.8,62,13.1,U,NA,NA
6,16,2022,167,16-Jun-22,Santa Rosa,Ganadera,7,4,Miguel Ramón,-0.6340509,-90.432526,370,20.8,0.4,SMA048,small,F,NA,10.2,7.4,5.6,15.2,59,14.5,U,NA,NA
6,16,2022,167,16-Jun-22,Santa Rosa,Ganadera,7,4,Miguel Ramón,-0.6340509,-90.432526,370,20.8,0.4,SMA049,small,M,5,9.2,7.4,5.5,16,62,14.25,U,NA,NA
6,16,2022,167,16-Jun-22,Santa Rosa,Ganadera,7,4,Miguel Ramón,-0.6340509,-90.432526,370,20.8,0.4,SMA050,small,M,4,10,7.2,4.9,17,62,14.29,U,NA,NA
6,16,2022,167,16-Jun-22,Santa Rosa,Ganadera,7,4,Miguel Ramón,-0.6340509,-90.432526,370,20.8,0.4,SMA052,small,M,5,9.3,7.3,5.7,18.7,62,15.02,U,NA,NA
6,20,2022,171,20-Jun-22,Camote,Bosque,8,4,Cerro Mesa,-0.6361194,-90.2908302,430,19.3,0.7,SMA056,small,M,4,8.7,7.46,5.24,18.09,65,16.32,U,NA,NA
6,20,2022,171,20-Jun-22,Camote,Bosque,8,4,Cerro Mesa,-0.6361194,-90.2908302,430,19.3,0.7,SMA057,small,M,5,8.85,7.72,5.24,17.82,64,14.79,R,NA,NA
6,20,2022,171,20-Jun-22,Camote,Bosque,8,4,Cerro Mesa,-0.6361194,-90.2908302,430,19.3,0.7,SMA061,small,F,NA,8.43,7.5,5.25,16.1,61,13.76,U,NA,NA
6,21,2022,172,21-Jun-22,Camote,Ganadera,9,4,Quiman Valle,-0.6457372,-90.2930558,440,19.3,0.4,SM754,small,F,NA,10.34,7.62,5.84,18.46,63,15.94,U,NA,NA
6,21,2022,172,21-Jun-22,Camote,Ganadera,9,4,Quiman Valle,-0.6457372,-90.2930558,440,19.3,0.4,SMA063,small,F,NA,9.2,7.5,5.5,17.5,59,13.34,R,NA,NA
6,21,2022,172,21-Jun-22,Camote,Ganadera,9,4,Quiman Valle,-0.6457372,-90.2930558,440,19.3,0.4,SM332,small,M,5,10.5,8.3,5.6,18.1,65,13.1,R,NA,NA
6,21,2022,172,21-Jun-22,Camote,Ganadera,9,4,Quiman Valle,-0.6457372,-90.2930558,440,19.3,0.4,SMA066,small,M,5,11,8,6,17.4,60,13.42,R,NA,NA
6,21,2022,172,21-Jun-22,Camote,Ganadera,9,4,Quiman Valle,-0.6457372,-90.2930558,440,19.3,0.4,SM757,small,M,5,10,7.3,5.7,16.4,61,12,R,NA,NA
6,21,2022,172,21-Jun-22,Camote,Ganadera,9,4,Quiman Valle,-0.6457372,-90.2930558,440,19.3,0.4,SMA068,small,F,NA,9.4,7.8,5.3,17.7,62,14.13,U,NA,NA
6,21,2022,172,21-Jun-22,Camote,Ganadera,9,4,Quiman Valle,-0.6457372,-90.2930558,440,19.3,0.4,SM753,small,F,NA,9,7.4,5,15,58,12.88,R,NA,NA
6,21,2022,172,21-Jun-22,Camote,Ganadera,9,4,Quiman Valle,-0.6457372,-90.2930558,440,19.3,0.4,SMA071,small,F,NA,9.9,7.4,5.6,17.6,61,11.55,I,B,3.4
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SM1390,medium,M,5,11.89,10.21,7.71,19.06,67,17.81,U,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SMA072,small,F,NA,10.62,7.43,5.55,16.87,60,14.73,U,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SM1392,medium,M,5,13.62,12.83,9.04,18.3,73,22.54,U,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SM1393,medium,F,NA,14.52,13.39,9.43,19.71,72,23.73,U,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SMA074,small,M,4,9.47,7.47,5.91,17.36,63,15.1,R,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SMA705,small,M,5,10.29,7.45,5.98,16.59,61,14.43,R,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SMA076,small,F,NA,9.06,7.06,5.58,16.37,59,13.48,U,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SMA079,small,F,NA,9.2,7.26,5.52,18.22,63,14.1,U,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SMA080,small,M,5,8.37,6.82,4.59,15.83,59,13.2,U,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SMA081,small,F,NA,9.29,7,5.17,17.54,63,15.38,U,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SMA082,small,M,5,8.47,7.36,5.17,17.88,65,14.77,I,D,3.48
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SM1394,medium,F,NA,11.79,10.95,7.4,19.38,67,21.77,U,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SMA083,small,F,NA,9.52,7.37,5.3,17.12,63,14.66,U,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SMA084,small,M,5,9.58,7.63,5.7,17.3,63,14.43,U,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SM1395,medium,M,4,12.52,12.38,7.77,20.12,73,24.46,U,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SMA086,small,F,NA,10,6.72,5.8,18.26,61,14.93,R,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SMA087,small,M,5,9.92,8.04,5.42,17.17,61,14.92,R,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SM1396,medium,F,NA,13.36,11.85,7.49,18.09,70,21.76,U,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SMA088,small,F,NA,8.93,7.04,5.36,17.43,59,13.8,R,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SMA089,small,F,NA,9.36,6.54,4.97,16.12,58,11.78,U,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SMA090,small,M,5,10.38,7.85,5.64,16.72,62,14.29,U,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SMA091,small,F,NA,9.76,7.1,5.67,16.09,56,12.06,U,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SMA092,small,M,4,10.43,8.06,6.18,18.1,65,15.6,U,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SMA093,small,F,NA,9.64,7.65,4.98,16.66,60,11.71,U,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SMA094,small,M,5,10.6,7.84,5.6,17.01,63,14.09,U,NA,NA
6,23,2022,174,23-Jun-22,Santa Rosa,Bosque,10,4,Reina Oleas,-0.6824341,-90.3950559,260,22.4,0,SM551,small,M,5,NA,NA,NA,NA,NA,NA,U,NA,NA
6,28,2022,179,28-Jun-22,Bellavista,Bosque,11,4,Maria Elena Guerra,-0.7016916,-90.3182387,170,22,0,SMA095,small,F,NA,8.89,7.25,4.95,17.67,63,14.24,U,NA,NA
6,28,2022,179,28-Jun-22,Bellavista,Bosque,11,4,Maria Elena Guerra,-0.7016916,-90.3182387,170,22,0,SMA096,small,F,NA,8.72,7.44,5.08,15.75,62,14.84,U,NA,NA
6,28,2022,179,28-Jun-22,Bellavista,Bosque,11,4,Maria Elena Guerra,-0.7016916,-90.3182387,170,22,0,SM766,small,M,5,9.3,7.66,5.08,17.92,64,15.82,U,NA,NA
6,28,2022,179,28-Jun-22,Bellavista,Bosque,11,4,Maria Elena Guerra,-0.7016916,-90.3182387,170,22,0,SMA097,small,F,NA,8.37,7.26,4.65,16.03,60,14.02,R,NA,NA
6,28,2022,179,28-Jun-22,Bellavista,Bosque,11,4,Maria Elena Guerra,-0.7016916,-90.3182387,170,22,0,SMA099,small,F,NA,8.7,7.51,4.84,16.43,61,13.68,U,NA,NA
6,28,2022,179,28-Jun-22,Bellavista,Bosque,11,4,Maria Elena Guerra,-0.7016916,-90.3182387,170,22,0,SM508,small,M,4,8.81,7.02,5.31,18.3,62,13.92,U,NA,NA
6,28,2022,179,28-Jun-22,Bellavista,Bosque,11,4,Maria Elena Guerra,-0.7016916,-90.3182387,170,22,0,SMA101,small,F,NA,8.62,7.63,5.25,17.6,59,14.58,U,NA,NA
6,28,2022,179,28-Jun-22,Bellavista,Bosque,11,4,Maria Elena Guerra,-0.7016916,-90.3182387,170,22,0,SMA102,small,F,NA,9.16,7.37,5,17.62,62,14.04,R,NA,NA
6,28,2022,179,28-Jun-22,Bellavista,Bosque,11,4,Maria Elena Guerra,-0.7016916,-90.3182387,170,22,0,SM774,small,M,3,9.2,7.21,5.09,18.53,61,14.24,I,A,1.82
6,28,2022,179,28-Jun-22,Bellavista,Bosque,11,4,Maria Elena Guerra,-0.7016916,-90.3182387,170,22,0,SMA103,small,F,NA,8.52,6.64,4.55,17.58,60,12.81,U,NA,NA
6,28,2022,179,28-Jun-22,Bellavista,Bosque,11,4,Maria Elena Guerra,-0.7016916,-90.3182387,170,22,0,SMA104,small,M,5,8.58,7.62,4.87,18.85,61,14.8,R,NA,NA
6,28,2022,179,28-Jun-22,Bellavista,Bosque,11,4,Maria Elena Guerra,-0.7016916,-90.3182387,170,22,0,SMA107,small,F,NA,8.28,6.7,5.13,16.59,58,13.77,I,A,2.62
6,28,2022,179,28-Jun-22,Bellavista,Bosque,11,4,Maria Elena Guerra,-0.7016916,-90.3182387,170,22,0,SMA108,small,F,NA,9.12,7.42,5.12,16.36,61,15.05,R,NA,NA
6,28,2022,179,28-Jun-22,Bellavista,Bosque,11,4,Maria Elena Guerra,-0.7016916,-90.3182387,170,22,0,SMA109,small,M,5,10.04,7.48,5.12,17.84,65,15.46,R,NA,NA
6,28,2022,179,28-Jun-22,Bellavista,Bosque,11,4,Maria Elena Guerra,-0.7016916,-90.3182387,170,22,0,SMA110,small,F,NA,9.07,7.35,5.03,17.35,61,14,U,NA,NA
6,30,2022,181,30-Jun-22,Santa Rosa,Agricola,12,4,Ana Chapi,-0.6580223,-90.4253685,330,19.6,0.3,SMA114,small,M,5,10.06,7.46,5.36,16.19,63,12.88,R,NA,NA
6,30,2022,181,30-Jun-22,Santa Rosa,Agricola,12,4,Ana Chapi,-0.6580223,-90.4253685,330,19.6,0.3,SMA115,small,M,5,9.7,7.46,6.02,16.73,64,13.77,R,NA,NA
6,30,2022,181,30-Jun-22,Santa Rosa,Agricola,12,4,Ana Chapi,-0.6580223,-90.4253685,330,19.6,0.3,SMA116,small,F,NA,9.12,7.25,5.12,18.21,63,13.22,U,NA,NA
6,30,2022,181,30-Jun-22,Santa Rosa,Agricola,12,4,Ana Chapi,-0.6580223,-90.4253685,330,19.6,0.3,SM1399,medium,M,5,12.24,11.66,7.82,18.46,70,21.58,U,NA,NA
6,30,2022,181,30-Jun-22,Santa Rosa,Agricola,12,4,Ana Chapi,-0.6580223,-90.4253685,330,19.6,0.3,SMA119,small,M,5,10.95,8.3,6.1,17.98,65,16.08,U,NA,NA
6,30,2022,181,30-Jun-22,Santa Rosa,Agricola,12,4,Ana Chapi,-0.6580223,-90.4253685,330,19.6,0.3,SM373,small,M,5,10.3,7.9,5.97,17.7,65,14.34,U,NA,NA
7,1,2022,182,1-Jul-22,Santa Rosa,Ganadera,13,4,Efren Herrera,-0.6652275,-90.4169802,300,21.2,0.4,SMA120,small,M,5,8.71,7,4.8,17.8,63,14.4,U,NA,NA
7,1,2022,182,1-Jul-22,Santa Rosa,Ganadera,13,4,Efren Herrera,-0.6652275,-90.4169802,300,21.2,0.4,SMA129,small,M,5,8.75,7.4,5,17.7,62,13.97,U,NA,NA
7,1,2022,182,1-Jul-22,Santa Rosa,Ganadera,13,4,Efren Herrera,-0.6652275,-90.4169802,300,21.2,0.4,SM599,small,U,NA,9.4,7.25,5,17.2,60,13.25,R,NA,NA
7,1,2022,182,1-Jul-22,Santa Rosa,Ganadera,13,4,Efren Herrera,-0.6652275,-90.4169802,300,21.2,0.4,SM1407,medium,M,5,12.4,11.15,7,19,73,20.86,U,NA,NA
7,1,2022,182,1-Jul-22,Santa Rosa,Ganadera,13,4,Efren Herrera,-0.6652275,-90.4169802,300,21.2,0.4,SMA131,small,M,5,9.85,7.65,5.2,17.3,64,15.06,U,NA,NA
7,1,2022,182,1-Jul-22,Santa Rosa,Ganadera,13,4,Efren Herrera,-0.6652275,-90.4169802,300,21.2,0.4,SMA132,small,U,NA,9,7.4,5.2,17.5,60,12.79,R,NA,NA
7,1,2022,182,1-Jul-22,Santa Rosa,Ganadera,13,4,Efren Herrera,-0.6652275,-90.4169802,300,21.2,0.4,SMA133,small,M,5,8.55,6.7,5.2,17.3,63,13.54,R,NA,NA
7,5,2022,186,5-Jul-22,Cascajo,Agricola,14,4,Robert Christen,-0.6708122,-90.2827119,260,21.7,0.1,SMA134,small,M,5,10.31,8.07,5.76,17.94,64,14.3,U,NA,NA
7,5,2022,186,5-Jul-22,Cascajo,Agricola,14,4,Robert Christen,-0.6708122,-90.2827119,260,21.7,0.1,SM541,small,M,3,10.63,8.05,5.8,19.01,65,15.15,U,NA,NA
7,5,2022,186,5-Jul-22,Cascajo,Agricola,14,4,Robert Christen,-0.6708122,-90.2827119,260,21.7,0.1,SMA135,small,U,NA,9.65,7.74,5.79,17.12,60,13.17,R,NA,NA
7,5,2022,186,5-Jul-22,Cascajo,Agricola,14,4,Robert Christen,-0.6708122,-90.2827119,260,21.7,0.1,SMA136,small,U,NA,10.04,7.38,5.88,17.46,60,13.37,I,B,3.38
7,5,2022,186,5-Jul-22,Cascajo,Agricola,14,4,Robert Christen,-0.6708122,-90.2827119,260,21.7,0.1,SMA137,small,U,NA,9.92,7.44,5.44,17.78,60,13,R,NA,NA
7,5,2022,186,5-Jul-22,Cascajo,Agricola,14,4,Robert Christen,-0.6708122,-90.2827119,260,21.7,0.1,SMA138,small,M,5,10.73,8.63,6.54,18.77,65,18.24,R,NA,NA
7,6,2022,187,6-Jul-22,Camote,Agricola,15,4,Clemente Troya,-0.6798509,-90.3105804,290,20.6,0.3,SMA140,small,M,5,9.13,7.43,5.13,17.65,62,15.15,R,NA,NA
7,6,2022,187,6-Jul-22,Camote,Agricola,15,4,Clemente Troya,-0.6798509,-90.3105804,290,20.6,0.3,SMA143,small,M,4,9.31,7.42,5.27,18.23,65,14.82,U,NA,NA
7,6,2022,187,6-Jul-22,Camote,Agricola,15,4,Clemente Troya,-0.6798509,-90.3105804,290,20.6,0.3,SMA145,small,U,NA,8.72,7.16,5.19,16.52,59,13.46,U,NA,NA
7,6,2022,187,6-Jul-22,Camote,Agricola,15,4,Clemente Troya,-0.6798509,-90.3105804,290,20.6,0.3,SM877,small,M,5,9.09,7.48,5.21,17.91,63,14.28,U,NA,NA
7,6,2022,187,6-Jul-22,Camote,Agricola,15,4,Clemente Troya,-0.6798509,-90.3105804,290,20.6,0.3,SM633,small,M,5,8.02,7.33,4.9,17.01,62,13.1,U,NA,NA
7,6,2022,187,6-Jul-22,Camote,Agricola,15,4,Clemente Troya,-0.6798509,-90.3105804,290,20.6,0.3,SM611,small,M,5,8.93,7.37,5.28,16.79,62,13.83,U,NA,NA
7,6,2022,187,6-Jul-22,Camote,Agricola,15,4,Clemente Troya,-0.6798509,-90.3105804,290,20.6,0.3,SMA147,small,U,NA,8.59,7.71,5.34,16.24,60,13.98,U,NA,NA
7,6,2022,187,6-Jul-22,Camote,Agricola,15,4,Clemente Troya,-0.6798509,-90.3105804,290,20.6,0.3,SM1409,medium,M,5,11.73,11.62,7.26,18.84,69,21.94,U,NA,NA
7,6,2022,187,6-Jul-22,Camote,Agricola,15,4,Clemente Troya,-0.6798509,-90.3105804,290,20.6,0.3,SMA148,small,M,5,8.48,7.32,4.9,16.93,62,15.04,R,NA,NA
7,8,2022,189,8-Jul-22,Occidente,Agricola,17,4,Kelvin Gaona,-0.7124518,-90.3583274,120,22.8,0.1,SMA165,small,M,5,8.46,6.6,4.61,17.55,57,13.07,U,NA,NA
7,8,2022,189,8-Jul-22,Occidente,Agricola,17,4,Kelvin Gaona,-0.7124518,-90.3583274,120,22.8,0.1,SMA170,small,U,NA,8.38,7.48,5.37,16.44,57,13.24,U,NA,NA
7,8,2022,189,8-Jul-22,Occidente,Agricola,17,4,Kelvin Gaona,-0.7124518,-90.3583274,120,22.8,0.1,SMA174,small,M,5,8.88,7.03,4.73,16.62,64,14.53,U,NA,NA
7,8,2022,189,8-Jul-22,Occidente,Agricola,17,4,Kelvin Gaona,-0.7124518,-90.3583274,120,22.8,0.1,SMA180,small,U,NA,9.13,7.63,5.13,16.32,58,12.74,U,NA,NA
7,8,2022,189,8-Jul-22,Occidente,Agricola,17,4,Kelvin Gaona,-0.7124518,-90.3583274,120,22.8,0.1,SMA181,small,U,NA,7.75,6.65,4.9,17.3,61,12.5,U,NA,NA
7,8,2022,189,8-Jul-22,Occidente,Agricola,17,4,Kelvin Gaona,-0.7124518,-90.3583274,120,22.8,0.1,SMA182,small,M,5,9,8,5.1,17.65,61,13.54,U,NA,NA
7,8,2022,189,8-Jul-22,Occidente,Agricola,17,4,Kelvin Gaona,-0.7124518,-90.3583274,120,22.8,0.1,SMA183,small,U,NA,8.8,7.25,5.05,16.35,60,13.24,U,NA,NA
7,8,2022,189,8-Jul-22,Occidente,Agricola,17,4,Kelvin Gaona,-0.7124518,-90.3583274,120,22.8,0.1,SMA184,small,M,4,9.05,7.6,5.2,17.5,60,13.36,R,NA,NA
7,8,2022,189,8-Jul-22,Occidente,Agricola,17,4,Kelvin Gaona,-0.7124518,-90.3583274,120,22.8,0.1,SMA185,small,U,NA,8.2,6.9,5.05,15.8,61,11.95,U,NA,NA
7,8,2022,189,8-Jul-22,Occidente,Agricola,17,4,Kelvin Gaona,-0.7124518,-90.3583274,120,22.8,0.1,SM951,small,M,5,9.2,7.4,5.1,18.2,62,13.25,U,NA,NA
