month,day,year,day_of_year,date,zone,type_of_site,site.number1,number_of_visit,site,latitude,longitude,elevation,temperature,wind,band,species,sex,plumage,beak_length,beak_depth,beak_width,tarsus,wing,mass,pox_IUR,pox_scale,pox_lesion
3,18,2022,77,18-Mar-22,Puerto ayora-FCD,Bosque,0,0,El Barranco,-0.7386212,-90.3017273,0,NA,NA,SM301,medium,U,0,12.06,13.08,10.41,20.03,68,21.37,U,NA,NA
3,18,2022,77,18-Mar-22,Puerto ayora-FCD,Bosque,0,0,El Barranco,-0.7386212,-90.3017273,0,NA,NA,SM228,small,M,4,9.21,7.85,7.4,17,63,13.66,U,NA,NA
3,18,2022,77,18-Mar-22,Puerto ayora-FCD,Bosque,0,0,El Barranco,-0.7386212,-90.3017273,0,NA,NA,SM1302,cactus,M,5,12.77,10.03,8.7,19.8,70,21.52,U,NA,NA
3,18,2022,77,18-Mar-22,Puerto ayora-FCD,Bosque,0,0,El Barranco,-0.7386212,-90.3017273,0,NA,NA,SM229,small,M,4,9.02,7.55,7.47,16.93,64,9.71,U,NA,NA
3,18,2022,77,18-Mar-22,Puerto ayora-FCD,Bosque,0,0,El Barranco,-0.7386212,-90.3017273,0,NA,NA,SM1303,medium,F,0,14.1,13,11.69,19.1,74,26.33,R,NA,NA
3,18,2022,77,18-Mar-22,Puerto ayora-FCD,Bosque,0,0,El Barranco,-0.7386212,-90.3017273,0,NA,NA,SM1305,medium,U,0,11.96,11.61,9.52,18.62,64,20,U,NA,NA
3,19,2022,78,19-Mar-22,Santa Rosa,Bosque,1,1,Los Gemelos,-0.6238065,-90.3845436,610,NA,NA,SM238,small,M,3,8.49,7.92,7.35,18.06,61.5,15.27,U,NA,NA
3,20,2022,79,20-Mar-22,Santa Rosa,Bosque,2,1,Los Manzanillos,-0.6990964,-90.40245,160,23.5,0,SM241,small,M,5,8.27,7.03,6.36,17.19,62,14.98,R,NA,NA
3,20,2022,79,20-Mar-22,Santa Rosa,Bosque,2,1,Los Manzanillos,-0.6990964,-90.40245,160,23.5,0,SM242,small,M,1,8.82,7.19,6.16,17.27,64,14.59,U,NA,NA
3,20,2022,79,20-Mar-22,Santa Rosa,Bosque,2,1,Los Manzanillos,-0.6990964,-90.40245,160,23.5,0,SM243,small,U,0,8.95,7.42,6.61,16.01,60,14.18,U,NA,NA
3,20,2022,79,20-Mar-22,Santa Rosa,Bosque,2,1,Los Manzanillos,-0.6990964,-90.40245,160,23.5,0,SM246,small,M,5,9,7.2,6.32,17.74,63,12.97,U,NA,NA
3,21,2022,80,21-Mar-22,Occidente,Agricola,3,1,Kelvin Gaona,-0.7124518,-90.3583274,120,27.2,0,SM248,small,M,3,8.53,7.3,6.07,17.59,61,13.07,U,NA,NA
3,21,2022,80,21-Mar-22,Occidente,Agricola,3,1,Kelvin Gaona,-0.7124518,-90.3583274,120,27.2,0,SM249,small,M,5,8.3,7.58,7.16,17.83,62,13.16,R,NA,NA
3,21,2022,80,21-Mar-22,Occidente,Agricola,3,1,Kelvin Gaona,-0.7124518,-90.3583274,120,27.2,0,SM250,small,F,0,8.46,7.15,6.34,16.12,57,13.74,U,NA,NA
3,21,2022,80,21-Mar-22,Occidente,Agricola,3,1,Kelvin Gaona,-0.7124518,-90.3583274,120,27.2,0,SM253,small,U,0,8.63,6.89,6.63,16.71,59,11.6,R,NA,NA
3,21,2022,80,21-Mar-22,Occidente,Agricola,3,1,Kelvin Gaona,-0.7124518,-90.3583274,120,27.2,0,SM254,small,M,5,9.5,7.63,6.36,15.75,65,13.56,U,NA,NA
3,21,2022,80,21-Mar-22,Occidente,Agricola,3,1,Kelvin Gaona,-0.7124518,-90.3583274,120,27.2,0,SM255,medium,F,0,12.86,12.47,9.96,17.37,67,18.74,I,1,1.66
3,21,2022,80,21-Mar-22,Occidente,Agricola,3,1,Kelvin Gaona,-0.7124518,-90.3583274,120,27.2,0,SM257,small,F,0,8.92,7.55,6.64,NA,NA,15.18,U,NA,NA
3,21,2022,80,21-Mar-22,Occidente,Agricola,3,1,Kelvin Gaona,-0.7124518,-90.3583274,120,27.2,0,SM1312,medium,F,0,10.29,11.3,8.23,16.9,69,17.53,U,NA,NA
3,21,2022,80,21-Mar-22,Occidente,Agricola,3,1,Kelvin Gaona,-0.7124518,-90.3583274,120,27.2,0,SM261,small,M,2,9.45,7.78,6.13,17.64,64,14.86,R,NA,NA
3,21,2022,80,21-Mar-22,Occidente,Agricola,3,1,Kelvin Gaona,-0.7124518,-90.3583274,120,27.2,0,SM1314,medium,U,NA,12.75,13.18,11,19.9,76,25.5,R,NA,NA
3,21,2022,80,21-Mar-22,Occidente,Agricola,3,1,Kelvin Gaona,-0.7124518,-90.3583274,120,27.2,0,SM265,small,U,0,8.46,7.95,6.76,17.47,56,15.09,U,NA,NA
3,21,2022,80,21-Mar-22,Occidente,Agricola,3,1,Kelvin Gaona,-0.7124518,-90.3583274,120,27.2,0,SM266,small,F,0,8.16,6.88,6.04,17.1,59,14.28,U,NA,NA
3,22,2022,81,22-Mar-22,Cascajo,Agricola,4,1,Rosa Calva,-0.6731258,-90.2631579,240,25.1,0,SM269,small,F,0,9,7.5,6,17,62,14.95,U,NA,NA
3,22,2022,81,22-Mar-22,Cascajo,Agricola,4,1,Rosa Calva,-0.6731258,-90.2631579,240,25.1,0,SM272,small,M,5,9,8,7,22,62,13.5,R,NA,NA
3,22,2022,81,22-Mar-22,Cascajo,Agricola,4,1,Rosa Calva,-0.6731258,-90.2631579,240,25.1,0,SM273,small,F,0,8,7,6,22,59,13.3,U,NA,NA
3,22,2022,81,22-Mar-22,Cascajo,Agricola,4,1,Rosa Calva,-0.6731258,-90.2631579,240,25.1,0,SM276,small,M,1,10,7,6,18,61,15.92,R,NA,NA
3,24,2022,83,24-Mar-22,Santa Rosa,Agricola,5,1,Carmen Ramon,-0.6552219,-90.4075372,390,24,0,SM277,small,M,4,9.17,7.2,7.44,23.29,65,13.4,R,NA,NA
3,24,2022,83,24-Mar-22,Santa Rosa,Agricola,5,1,Carmen Ramon,-0.6552219,-90.4075372,390,24,0,SM278,small,M,3,8.06,7.5,7.51,21.09,63,13.18,U,NA,NA
3,24,2022,83,24-Mar-22,Santa Rosa,Agricola,5,1,Carmen Ramon,-0.6552219,-90.4075372,390,24,0,SM279,small,M,5,8.64,7.95,7.45,21.55,62,15.67,U,NA,NA
3,24,2022,83,24-Mar-22,Santa Rosa,Agricola,5,1,Carmen Ramon,-0.6552219,-90.4075372,390,24,0,SM280,small,M,5,9.02,7.5,7.02,20.67,62,14.6,R,NA,NA
3,24,2022,83,24-Mar-22,Santa Rosa,Agricola,5,1,Carmen Ramon,-0.6552219,-90.4075372,390,24,0,SM281,small,M,4,7.67,7.46,5.57,17.9,64,13.97,U,NA,NA
3,24,2022,83,24-Mar-22,Santa Rosa,Agricola,5,1,Carmen Ramon,-0.6552219,-90.4075372,390,24,0,SM282,small,F,0,7.74,7.02,5.05,16.77,58,13.91,R,NA,NA
3,24,2022,83,24-Mar-22,Santa Rosa,Agricola,5,1,Carmen Ramon,-0.6552219,-90.4075372,390,24,0,SM284,small,M,2,9.6,7.65,8.59,15.87,61,14.88,U,NA,NA
3,24,2022,83,24-Mar-22,Santa Rosa,Agricola,5,1,Carmen Ramon,-0.6552219,-90.4075372,390,24,0,SM285,small,U,0,8.79,7.35,6.46,16.95,57,13.4,U,NA,NA
3,24,2022,83,24-Mar-22,Santa Rosa,Agricola,5,1,Carmen Ramon,-0.6552219,-90.4075372,390,24,0,SM1315,medium,M,5,11.02,10.3,7.85,20.27,71,21.64,U,NA,NA
3,25,2022,84,25-Mar-22,Occidente,Agricola,6,1,Mario Piu,-0.7025606,-90.3538699,170,23.1,0,SM287,small,M,5,8.19,7.14,6.19,18.22,62,15.41,R,NA,NA
3,25,2022,84,25-Mar-22,Occidente,Agricola,6,1,Mario Piu,-0.7025606,-90.3538699,170,23.1,0,SM290,small,M,5,8.4,7.21,5.17,15.88,59,11.58,R,NA,NA
3,27,2022,86,27-Mar-22,Cascajo,Ganadera,8,1,Patricia Ortiz,-0.6895213,-90.3015195,200,NA,NA,SM300,small,M,5,9.57,7.7,6.06,16.54,62,15.46,U,NA,NA
3,27,2022,86,27-Mar-22,Cascajo,Ganadera,8,1,Patricia Ortiz,-0.6895213,-90.3015195,200,NA,NA,SM304,small,M,3,8.59,7.58,5.69,18.3,64,14.76,U,NA,NA
3,28,2022,87,28-Mar-22,Santa Rosa,Ganadera,9,1,Miguel Ramón,-0.6340509,-90.432526,370,26.4,0.9,SM305,small,M,5,7.95,7.1,5.45,16.3,64,18.84,U,NA,NA
3,28,2022,87,28-Mar-22,Santa Rosa,Ganadera,9,1,Miguel Ramón,-0.6340509,-90.432526,370,26.4,0.9,SM307,small,F,0,8.25,6.5,5.3,16.2,59,14.98,U,NA,NA
3,28,2022,87,28-Mar-22,Santa Rosa,Ganadera,9,1,Miguel Ramón,-0.6340509,-90.432526,370,26.4,0.9,SM309,small,M,2,8.4,7.6,5.8,20.5,61,15.17,R,NA,NA
3,28,2022,87,28-Mar-22,Santa Rosa,Ganadera,9,1,Miguel Ramón,-0.6340509,-90.432526,370,26.4,0.9,SM310,small,M,4,7.6,6.7,5.4,16.8,60,13.06,I,B,6.5
3,28,2022,87,28-Mar-22,Santa Rosa,Ganadera,9,1,Miguel Ramón,-0.6340509,-90.432526,370,26.4,0.9,SM314,small,M,5,8.4,7.5,6.1,19,64,12.08,R,NA,NA
3,28,2022,87,28-Mar-22,Santa Rosa,Ganadera,9,1,Miguel Ramón,-0.6340509,-90.432526,370,26.4,0.9,SM1320,medium,M,2,11.3,11.3,8.8,20.2,71,22.43,U,NA,NA
3,28,2022,87,28-Mar-22,Santa Rosa,Ganadera,9,1,Miguel Ramón,-0.6340509,-90.432526,370,26.4,0.9,SM315,small,M,3,8.2,6.8,5.4,17,64,15.44,U,NA,NA
3,29,2022,88,29-Mar-22,Camote,Bosque,10,1,Cerro Mesa,-0.6361194,-90.2908302,430,23.6,0.3,SM1321,medium,F,NA,12.22,11.53,9.87,22.86,68,21.89,R,NA,NA
3,29,2022,88,29-Mar-22,Camote,Bosque,10,1,Cerro Mesa,-0.6361194,-90.2908302,430,23.6,0.3,SM316,small,M,4,8.32,7.12,6.6,20.88,60,13.72,R,NA,NA
3,29,2022,88,29-Mar-22,Camote,Bosque,10,1,Cerro Mesa,-0.6361194,-90.2908302,430,23.6,0.3,SM321,small,M,5,8.68,7.68,6.79,17.79,63,14.84,R,NA,NA
3,29,2022,88,29-Mar-22,Camote,Bosque,10,1,Cerro Mesa,-0.6361194,-90.2908302,430,23.6,0.3,SM323,small,U,0,7.98,7.17,6.23,16.04,62,12.54,R,NA,NA
3,29,2022,88,29-Mar-22,Camote,Bosque,10,1,Cerro Mesa,-0.6361194,-90.2908302,430,23.6,0.3,SM329,small,F,NA,8.58,7.88,6.85,16.74,60,16.69,U,NA,NA
3,29,2022,88,29-Mar-22,Camote,Bosque,10,1,Cerro Mesa,-0.6361194,-90.2908302,430,23.6,0.3,SM330,small,M,5,9.17,7.22,4.38,22.57,65,14.95,U,NA,NA
3,29,2022,88,29-Mar-22,Camote,Bosque,10,1,Cerro Mesa,-0.6361194,-90.2908302,430,23.6,0.3,SM331,small,M,5,8.41,7.35,6.54,17.37,63,16,U,NA,NA
3,30,2022,89,30-Mar-22,Camote,Ganadera,11,1,Quiman Valle,-0.6457372,-90.2930558,440,26,0.3,SM332,small,M,5,9.13,8.25,5.21,22.2,65,13.77,R,NA,NA
3,30,2022,89,30-Mar-22,Camote,Ganadera,11,1,Quiman Valle,-0.6457372,-90.2930558,440,26,0.3,SM336,small,M,4,9.03,6.98,4.46,21.99,65,13.78,U,NA,NA
3,30,2022,89,30-Mar-22,Camote,Ganadera,11,1,Quiman Valle,-0.6457372,-90.2930558,440,26,0.3,SM337,small,M,5,9.81,7.13,5.01,23.01,62,14.17,U,NA,NA
3,30,2022,89,30-Mar-22,Camote,Ganadera,11,1,Quiman Valle,-0.6457372,-90.2930558,440,26,0.3,SM339,small,M,4,9.27,7.38,4.98,23.08,64,15.15,R,NA,NA
3,30,2022,89,30-Mar-22,Camote,Ganadera,11,1,Quiman Valle,-0.6457372,-90.2930558,440,26,0.3,SM341,small,M,4,8.92,7.46,5.18,23.08,63,15.98,R,NA,NA
3,30,2022,89,30-Mar-22,Camote,Ganadera,11,1,Quiman Valle,-0.6457372,-90.2930558,440,26,0.3,SM343,small,F,NA,9.69,7.5,5.89,23.45,60,15.68,R,NA,NA
3,30,2022,89,30-Mar-22,Camote,Ganadera,11,1,Quiman Valle,-0.6457372,-90.2930558,440,26,0.3,SM344,small,F,NA,8.75,6.82,5.03,16.84,60,15.83,U,NA,NA
3,30,2022,89,30-Mar-22,Camote,Ganadera,11,1,Quiman Valle,-0.6457372,-90.2930558,440,26,0.3,SM345,small,F,NA,8.98,7.39,5.3,16.76,59,16.72,U,NA,NA
3,31,2022,90,31-Mar-22,Bellavista,Bosque,12,1,Maria Elena Guerra,-0.700825,-90.3190052,180,NA,NA,SM346,small,F,NA,8.49,7.11,5.25,16.03,59,14.59,U,NA,NA
3,31,2022,90,31-Mar-22,Bellavista,Bosque,12,1,Maria Elena Guerra,-0.700825,-90.3190052,180,NA,NA,SM347,small,F,NA,8.02,7.21,5.27,15.68,62,14.93,U,NA,NA
4,2,2022,92,2-Apr-22,Bellavista,Bosque,12,1,Maria Elena Guerra,-0.700825,-90.3190052,180,26.5,0,SM348,small,F,0,8.22,6.73,5.04,15.51,58,15.1,U,NA,NA
4,2,2022,92,2-Apr-22,Bellavista,Bosque,12,1,Maria Elena Guerra,-0.700825,-90.3190052,180,26.5,0,SM349,small,F,0,8.99,7.12,5.17,16.86,59,13.86,U,NA,NA
4,2,2022,92,2-Apr-22,Bellavista,Bosque,12,1,Maria Elena Guerra,-0.700825,-90.3190052,180,26.5,0,22,small,F,0,8.41,6.6,5.06,15.89,59,12.78,R,NA,NA
4,2,2022,92,2-Apr-22,Bellavista,Bosque,12,1,Maria Elena Guerra,-0.700825,-90.3190052,180,26.5,0,SM350,small,M,5,8.01,7.12,4.83,16.01,60,11.85,R,NA,NA
4,2,2022,92,2-Apr-22,Bellavista,Bosque,12,1,Maria Elena Guerra,-0.700825,-90.3190052,180,26.5,0,SM351,small,F,0,8.27,7.05,5.06,16.26,62,16.2,U,NA,NA
4,5,2022,95,5-Apr-22,Santa Rosa,Bosque,13,1,Reina Oleas,-0.6824341,-90.3950559,260,25.8,0.3,SM354,small,F,0,9.08,7.43,5.42,17.42,62,15.8,I,B,2.89
4,5,2022,95,5-Apr-22,Santa Rosa,Bosque,13,1,Reina Oleas,-0.6824341,-90.3950559,260,25.8,0.3,SM355,small,M,5,9.92,7.41,5.61,17.3,65,13.8,U,NA,NA
4,5,2022,95,5-Apr-22,Santa Rosa,Bosque,13,1,Reina Oleas,-0.6824341,-90.3950559,260,25.8,0.3,SM1324,small,M,5,9.12,7.56,4.85,23.44,65,14.25,I,C,5.05
4,6,2022,96,6-Apr-22,Santa Rosa,Agricola,14,1,Ana Chapi,-0.6580223,-90.4253685,330,24.4,0.3,SM363,small,M,5,8.74,7,5.03,16.3,62,13.2,U,NA,NA
4,6,2022,96,6-Apr-22,Santa Rosa,Agricola,14,1,Ana Chapi,-0.6580223,-90.4253685,330,24.4,0.3,SM365,small,M,4,9.01,7.34,5.06,16.56,60,12.61,U,NA,NA
4,6,2022,96,6-Apr-22,Santa Rosa,Agricola,14,1,Ana Chapi,-0.6580223,-90.4253685,330,24.4,0.3,SM370,small,M,5,8.41,7.33,5.34,16.18,64,13.42,R,NA,NA
4,6,2022,96,6-Apr-22,Santa Rosa,Agricola,14,1,Ana Chapi,-0.6580223,-90.4253685,330,24.4,0.3,SM373,small,M,5,9.13,7.12,4.85,22.74,66,13.56,U,NA,NA
4,6,2022,96,6-Apr-22,Santa Rosa,Agricola,14,1,Ana Chapi,-0.6580223,-90.4253685,330,24.4,0.3,SM375,small,M,3,8.39,7.44,4.89,22.4,61,14.15,U,NA,NA
4,6,2022,96,6-Apr-22,Santa Rosa,Agricola,14,1,Ana Chapi,-0.6580223,-90.4253685,330,24.4,0.3,SM376,small,F,NA,8.61,7.19,5.24,21.54,63,15.14,U,NA,NA
4,7,2022,97,7-Apr-22,Santa Rosa,Bosque,1,2,Los Gemelos,-0.6238065,-90.3845436,610,24.6,0,SM379,small,M,3,9.25,7.78,5.29,17.46,60,15.06,U,NA,NA
4,8,2022,98,8-Apr-22,Santa Rosa,Ganadera,15,1,Efren Herrera,-0.6652275,-90.4169802,300,29.5,0,SM380,small,M,4,8.96,7.19,5.09,16.72,61,14.21,R,NA,NA
4,8,2022,98,8-Apr-22,Santa Rosa,Ganadera,15,1,Efren Herrera,-0.6652275,-90.4169802,300,29.5,0,SM383,small,F,NA,9.12,7.62,5.68,16.54,60,15.52,U,NA,NA
4,8,2022,98,8-Apr-22,Santa Rosa,Ganadera,15,1,Efren Herrera,-0.6652275,-90.4169802,300,29.5,0,SM384,small,M,5,8.59,7.34,4.85,21.96,60,13,U,NA,NA
4,12,2022,102,12-Apr-22,Santa Rosa,Bosque,2,2,Los Manzanillos,-0.699251,-90.4025292,160,25.2,0,SM395,small,M,5,9.02,7.97,5.4,20.43,63,13.95,R,NA,NA
4,12,2022,102,12-Apr-22,Santa Rosa,Bosque,2,2,Los Manzanillos,-0.699251,-90.4025292,160,25.2,0,SM397,small,M,5,8.35,7.36,4.93,20.84,64,12.95,U,NA,NA
4,12,2022,102,12-Apr-22,Santa Rosa,Bosque,2,2,Los Manzanillos,-0.699251,-90.4025292,160,25.2,0,SM399,small,F,NA,9.26,7.77,5.11,22.07,60,15.51,U,NA,NA
4,13,2022,103,13-Apr-22,Cascajo,Agricola,3,2,Rosa Calva,-0.6708169,-90.2627183,260,25,0.8,SM405,small,M,4,8.9,7.38,5.24,18.37,65,14.27,R,NA,NA
4,13,2022,103,13-Apr-22,Cascajo,Agricola,3,2,Rosa Calva,-0.6708169,-90.2627183,260,25,0.8,SM406,small,F,NA,8.75,7.23,5.46,17.6,61,12.26,U,NA,NA
4,13,2022,103,13-Apr-22,Cascajo,Agricola,3,2,Rosa Calva,-0.6708169,-90.2627183,260,25,0.8,SM1326,medium,M,2,10.1,7.99,5.46,17.8,66,15.36,R,NA,NA
4,13,2022,103,13-Apr-22,Cascajo,Agricola,3,2,Rosa Calva,-0.6708169,-90.2627183,260,25,0.8,SM407,small,F,NA,8.76,7.1,4.95,17.53,60,13,U,NA,NA
4,13,2022,103,13-Apr-22,Cascajo,Agricola,3,2,Rosa Calva,-0.6708169,-90.2627183,260,25,0.8,SM408,small,M,3,8.74,7.16,4.99,18.5,61,13.56,U,NA,NA
4,13,2022,103,13-Apr-22,Cascajo,Agricola,3,2,Rosa Calva,-0.6708169,-90.2627183,260,25,0.8,SM409,small,M,4,9.1,7.3,4.75,22.05,62,15.55,U,NA,NA
4,13,2022,103,13-Apr-22,Cascajo,Agricola,3,2,Rosa Calva,-0.6708169,-90.2627183,260,25,0.8,SM410,small,F,NA,8.5,7.1,4.78,21.62,61,13.95,U,NA,NA
4,13,2022,103,13-Apr-22,Cascajo,Agricola,3,2,Rosa Calva,-0.6708169,-90.2627183,260,25,0.8,SM411,small,M,3,8.89,6.78,4.85,21.68,60,14.39,R,NA,NA
4,13,2022,103,13-Apr-22,Cascajo,Agricola,3,2,Rosa Calva,-0.6708169,-90.2627183,260,25,0.8,SM412,small,F,NA,9.05,7.65,4.9,21.67,60,13.45,R,NA,NA
4,13,2022,103,13-Apr-22,Cascajo,Agricola,3,2,Rosa Calva,-0.6708169,-90.2627183,260,25,0.8,SM413,small,M,1,9.43,7.54,5.12,18.4,62,13.88,R,NA,NA
4,13,2022,103,13-Apr-22,Cascajo,Agricola,3,2,Rosa Calva,-0.6708169,-90.2627183,260,25,0.8,SM414,small,M,3,8.83,7.17,5.25,18.09,62,14.04,R,NA,NA
4,14,2022,104,14-Apr-22,Santa Rosa,Agricola,4,2,Carmen Ramon,-0.6552219,-90.4075372,390,23.7,0.5,SM415,small,F,0,9.38,7.62,5.43,17.76,59,13.47,R,NA,NA
4,14,2022,104,14-Apr-22,Santa Rosa,Agricola,4,2,Carmen Ramon,-0.6552219,-90.4075372,390,23.7,0.5,SM416,small,M,2,9.01,7.21,5.42,20.43,62,14.21,R,NA,NA
4,14,2022,104,14-Apr-22,Santa Rosa,Agricola,4,2,Carmen Ramon,-0.6552219,-90.4075372,390,23.7,0.5,SM419,small,M,4,9.18,7.95,5.37,20.01,61,13.87,U,NA,NA
4,14,2022,104,14-Apr-22,Santa Rosa,Agricola,4,2,Carmen Ramon,-0.6552219,-90.4075372,390,23.7,0.5,SM420,small,F,NA,8.7,7.09,5.25,21.59,59,12.86,R,NA,NA
4,14,2022,104,14-Apr-22,Santa Rosa,Agricola,4,2,Carmen Ramon,-0.6552219,-90.4075372,390,23.7,0.5,SM1327,medium,F,NA,9.15,NA,NA,NA,NA,16,U,NA,NA
4,14,2022,104,14-Apr-22,Santa Rosa,Agricola,4,2,Carmen Ramon,-0.6552219,-90.4075372,390,23.7,0.5,SM421,small,M,5,8.97,7.53,5.44,17.98,62,14.74,U,NA,NA
4,14,2022,104,14-Apr-22,Santa Rosa,Agricola,4,2,Carmen Ramon,-0.6552219,-90.4075372,390,23.7,0.5,SM422,cactus,F,NA,10.71,7.49,5.5,16.45,60,15.68,U,NA,NA
4,14,2022,104,14-Apr-22,Santa Rosa,Agricola,4,2,Carmen Ramon,-0.6552219,-90.4075372,390,23.7,0.5,SM277,small,M,5,9.02,7.08,5.08,17.84,64,14.06,R,NA,NA
4,14,2022,104,14-Apr-22,Santa Rosa,Agricola,4,2,Carmen Ramon,-0.6552219,-90.4075372,390,23.7,0.5,SM423,small,F,NA,8.31,6.87,4.62,16.3,59,13.19,U,NA,NA
4,14,2022,104,14-Apr-22,Santa Rosa,Agricola,4,2,Carmen Ramon,-0.6552219,-90.4075372,390,23.7,0.5,SM426,small,F,NA,8.73,7,5.52,17.85,61,14.43,U,NA,NA
4,14,2022,104,14-Apr-22,Santa Rosa,Agricola,4,2,Carmen Ramon,-0.6552219,-90.4075372,390,23.7,0.5,SM427,small,M,5,8.96,7.53,4.95,17.33,61,14.62,U,NA,NA
4,15,2022,105,15-Apr-22,Camote,Agricola,17,1,Clemente Troya,-0.6798509,-90.3105804,290,24.2,0,SM428,small,M,5,9.06,8.15,5.63,17.61,62,14.8,R,NA,NA
4,15,2022,105,15-Apr-22,Camote,Agricola,17,1,Clemente Troya,-0.6798509,-90.3105804,290,24.2,0,SM433,small,M,5,8.86,7.66,5.29,17.91,62,14.6,U,NA,NA
4,15,2022,105,15-Apr-22,Camote,Agricola,17,1,Clemente Troya,-0.6798509,-90.3105804,290,24.2,0,SM437,small,F,NA,9.11,7.08,5.74,16.98,59,15.16,R,NA,NA
4,15,2022,105,15-Apr-22,Camote,Agricola,17,1,Clemente Troya,-0.6798509,-90.3105804,290,24.2,0,SM439,small,M,5,9.82,7.49,6,17.28,65,14.49,R,NA,NA
4,15,2022,105,15-Apr-22,Camote,Agricola,17,1,Clemente Troya,-0.6798509,-90.3105804,290,24.2,0,SM440,small,M,5,8.69,7.61,6.25,18.01,65,13.07,R,NA,NA
4,15,2022,105,15-Apr-22,Camote,Agricola,17,1,Clemente Troya,-0.6798509,-90.3105804,290,24.2,0,SM441,small,M,5,8.73,7.3,5.05,16.83,63,13.45,R,NA,NA
4,15,2022,105,15-Apr-22,Camote,Agricola,17,1,Clemente Troya,-0.6798509,-90.3105804,290,24.2,0,SM442,small,F,0,9.64,7.06,5.76,17.41,60,13.22,U,NA,NA
4,15,2022,105,15-Apr-22,Camote,Agricola,17,1,Clemente Troya,-0.6798509,-90.3105804,290,24.2,0,SM443,small,F,0,8.12,6.78,5.05,17.03,62,16.6,R,NA,NA
4,15,2022,105,15-Apr-22,Camote,Agricola,17,1,Clemente Troya,-0.6798509,-90.3105804,290,24.2,0,SM444,small,F,NA,8.63,6.56,5.33,17.21,59,13.73,U,NA,NA
4,15,2022,105,15-Apr-22,Camote,Agricola,17,1,Clemente Troya,-0.6798509,-90.3105804,290,24.2,0,SM445,small,F,NA,8.66,7.01,5.52,16.87,60,14.66,U,NA,NA
4,16,2022,106,16-Apr-22,Occidente,Agricola,5,2,Kelvin Gaona,-0.7124518,-90.3583274,120,27.4,0,SM447,small,F,NA,8.48,7.35,5.14,17.83,59,14.3,R,NA,NA
4,16,2022,106,16-Apr-22,Occidente,Agricola,5,2,Kelvin Gaona,-0.7124518,-90.3583274,120,27.4,0,SM448,small,F,NA,9.2,7.47,5.26,16.86,58,13.87,I,A,4.22
4,18,2022,108,18-Apr-22,Occidente,Agricola,6,2,Mario Piu,-0.7025606,-90.3538699,170,25.5,0.3,SM457,small,M,5,9.49,7.71,4.84,22.33,62,15.27,R,NA,NA
4,18,2022,108,18-Apr-22,Occidente,Agricola,6,2,Mario Piu,-0.7025606,-90.3538699,170,25.5,0.3,SM462,small,M,NA,8.65,7.52,4.87,16.63,59,12.48,R,NA,NA
4,19,2022,109,19-Apr-22,El Carmen,Ganadera,7,2,Peter Schiess,-0.6659695,-90.3910426,400,22.6,0.3,SM468,small,F,NA,9.13,7.29,4.69,22.19,63,15.17,U,NA,NA
4,20,2022,110,20-Apr-22,Cascajo,Ganadera,8,2,Patricia Ortiz,-0.6887687,-90.301084,200,25.5,0.6,SM469,small,M,5,8.8,7.15,4.98,20.22,60,13.93,R,NA,NA
4,20,2022,110,20-Apr-22,Cascajo,Ganadera,8,2,Patricia Ortiz,-0.6887687,-90.301084,200,25.5,0.6,SM470,small,F,NA,9.17,7.35,5.38,20.98,61,15.39,I,A,2.48
4,20,2022,110,20-Apr-22,Cascajo,Ganadera,8,2,Patricia Ortiz,-0.6887687,-90.301084,200,25.5,0.6,SM474,small,M,5,9.75,6.82,4.7,21.85,61,13.22,I,A,2.15
4,20,2022,110,20-Apr-22,Cascajo,Ganadera,8,2,Patricia Ortiz,-0.6887687,-90.301084,200,25.5,0.6,SM475,small,F,NA,9.63,7.61,4.65,21.78,57,14.93,U,NA,NA
4,20,2022,110,20-Apr-22,Cascajo,Ganadera,8,2,Patricia Ortiz,-0.6887687,-90.301084,200,25.5,0.6,SM476,small,M,4,8.38,7.28,5.02,21.56,60,13.58,R,A,2.75
4,20,2022,110,20-Apr-22,Cascajo,Ganadera,8,2,Patricia Ortiz,-0.6887687,-90.301084,200,25.5,0.6,SM477,small,F,NA,9.02,7.24,5.32,19.36,60,13.44,R,NA,NA
4,20,2022,110,20-Apr-22,Cascajo,Ganadera,8,2,Patricia Ortiz,-0.6887687,-90.301084,200,25.5,0.6,SM478,small,F,NA,9.15,7.37,4.85,22.12,61,15.84,R,NA,NA
4,21,2022,111,21-Apr-22,Santa Rosa,Ganadera,9,2,Miguel Ramón,-0.6340509,-90.432526,370,26.8,0.8,SM1331,medium,M,5,12.27,11.37,7.42,23.13,72,21.26,R,NA,NA
4,21,2022,111,21-Apr-22,Santa Rosa,Ganadera,9,2,Miguel Ramón,-0.6340509,-90.432526,370,26.8,0.8,SM500,small,F,NA,8.84,7.38,4.74,19.79,61,13.89,U,NA,NA
4,21,2022,111,21-Apr-22,Santa Rosa,Ganadera,9,2,Miguel Ramón,-0.6340509,-90.432526,370,26.8,0.8,SM499,small,F,NA,11.34,7.01,4.49,17.98,61,14.56,U,NA,NA
4,21,2022,111,21-Apr-22,Santa Rosa,Ganadera,9,2,Miguel Ramón,-0.6340509,-90.432526,370,26.8,0.8,SM498,small,F,NA,11.49,7.22,5.35,19.64,61,12.35,U,NA,NA
