"number_chicks_fledged_from_rear_nest","day_14_tarsus_length","day_14_weight","chick_survival_to_first_breed_season","net_rearing_manipulation","rear_nest_trt","rear_Cs_at_start_of_rearing","d14_rear_nest_brood_size","hatch_nest_LD","home_or_away","hatch_nest_CS","chick_sex_molec","hatch_year","rear_nest_breed_ID","rear_mom_Ring","rear_dad_Ring","hatch_mom_Ring","genetic_dad_ring_.WP_or_EP.","rear_area","rear_Box"
13,15.5,8.1,"0",4,"5",18,13,27,"2",12,"1","2001",201138,"P803248","P803247","P803239",NA,"B","B166"
13,15.9,8,"0",4,"5",18,13,27,"2",12,"1","2001",201138,"P803248","P803247","P803239",NA,"B","B166"
13,15.9,8.7,"0",4,"5",18,13,24,"1",15,"1","2001",201138,"P803248","P803247","P803248","P803247","B","B166"
13,15.4,8.4,"0",4,"5",18,13,24,"1",15,"1","2001",201138,"P803248","P803247","P803248","P803247","B","B166"
13,16,8.8,"0",4,"5",18,13,24,"1",15,"1","2001",201138,"P803248","P803247","P803248","P803247","B","B166"
13,15.5,8.6,"0",4,"5",18,13,24,"1",15,"1","2001",201138,"P803248","P803247","P803248","P803247","B","B166"
13,16.2,8.5,"0",4,"5",18,13,27,"2",12,"2","2001",201138,"P803248","P803247","P803239",NA,"B","B166"
7,16.4,11.3,"0",-4,"6",8,7,24,"2",15,"1","2001",201135,"P803239",NA,"P803248","P803247","B","B149"
7,17.1,11.8,"0",-4,"6",8,7,24,"2",15,"2","2001",201135,"P803239",NA,"P803248","P803247","B","B149"
7,16.6,10,"0",-4,"6",8,7,24,"2",15,"1","2001",201135,"P803239",NA,"P803248","P803061","B","B149"
7,16.8,11.3,"0",-4,"6",8,7,27,"1",12,"1","2001",201135,"P803239",NA,"P803239",NA,"B","B149"
7,16.7,10.5,"0",-4,"6",8,7,24,"2",15,"1","2001",201135,"P803239",NA,"P803248","P803247","B","B149"
7,16.6,10.8,"0",-4,"6",8,7,27,"1",12,"1","2001",201135,"P803239",NA,"P803239",NA,"B","B149"
7,16.4,10.6,"0",-4,"6",8,7,24,"2",15,"1","2001",201135,"P803239",NA,"P803248","P803247","B","B149"
4,16.8,10.5,"0",3,"5",12,8,31,"2",9,"1","2001",201110,"P803241","P803242",NA,NA,"B","B60"
4,16.8,12.1,"0",3,"5",12,8,31,"2",9,"2","2001",201110,"P803241","P803242",NA,NA,"B","B60"
4,16.3,10.1,"0",3,"5",12,8,30,"1",10,"1","2001",201110,"P803241","P803242","P803241",NA,"B","B60"
4,16.2,10.6,"0",3,"5",12,8,31,"2",9,"1","2001",201110,"P803241","P803242",NA,NA,"B","B60"
4,16.2,11.4,"0",3,"5",12,8,31,"2",9,"2","2001",201110,"P803241","P803242",NA,NA,"B","B60"
4,16.6,10.8,"0",3,"5",12,8,31,"2",9,"1","2001",201110,"P803241","P803242",NA,NA,"B","B60"
4,16.4,9.8,"0",3,"5",12,8,31,"2",9,"1","2001",201110,"P803241","P803242",NA,NA,"B","B60"
4,15.4,10.5,"0",3,"5",12,8,30,"1",10,"1","2001",201110,"P803241","P803242","P803241","P803242","B","B60"
4,16.6,11.7,"1",-2,"6",4,4,27,"2",9,"2","2001",201116,"P803238","P803554","P803236","p803237","B","B84"
4,16.8,12.3,"0",-2,"6",4,4,28,"1",6,"1","2001",201116,"P803238","P803554","P803238","P803554","B","B84"
4,16,10.9,"0",-2,"6",4,4,27,"2",9,"2","2001",201116,"P803238","P803554","P803236","P803267","B","B84"
4,16.7,13,"0",-2,"6",4,4,28,"1",6,"2","2001",201116,"P803238","P803554","P803238","P803554","B","B84"
7,15.8,10,"0",2,"5",8,7,27,"1",9,"1","2001",201114,"P803236","p803237","P803236","p803237","B","B78"
7,16.1,10.4,"0",2,"5",8,7,27,"1",9,"1","2001",201114,"P803236","p803237","P803236","p803237","B","B78"
7,17.1,11.4,"0",2,"5",8,7,28,"2",6,"2","2001",201114,"P803236","p803237","P803238","P803554","B","B78"
7,16.1,9.6,"0",2,"5",8,7,27,"1",9,"1","2001",201114,"P803236","p803237","P803236","p803237","B","B78"
7,16.2,11.1,"0",2,"5",8,7,28,"2",6,"1","2001",201114,"P803236","p803237","P803238","P803554","B","B78"
7,17,10.8,"0",2,"5",8,7,28,"2",6,"2","2001",201114,"P803236","p803237","P803238","P803554","B","B78"
7,16.7,10.9,"0",2,"5",8,7,28,"2",6,"1","2001",201114,"P803236","p803237","P803238","P803554","B","B78"
5,16.7,9.4,"0",-3,"6",6,6,31,"1",10,NA,"2001",201401,"P803289",NA,"P803289",NA,"W","W8"
5,15.7,8.8,"0",-3,"6",6,6,31,"1",10,NA,"2001",201401,"P803289",NA,"P803289",NA,"W","W8"
5,16.9,10.1,"0",-3,"6",6,6,31,"1",10,NA,"2001",201401,"P803289",NA,"P803289",NA,"W","W8"
5,17,10.3,"0",-3,"6",6,6,29,"2",10,NA,"2001",201401,"P803289",NA,"P803347",NA,"W","W8"
5,17.1,10.3,"0",-3,"6",6,6,29,"2",10,NA,"2001",201401,"P803289",NA,"P803347",NA,"W","W8"
5,16.8,9.5,"0",-3,"6",6,6,29,"2",10,NA,"2001",201401,"P803289",NA,"P803347",NA,"W","W8"
16,18,12,"0",4,"5",16,16,29,"1",12,"2","2001",201245,"P803325","P803326","P803325","P803326","E","E30"
16,16.8,10.6,"0",4,"5",16,16,29,"2",12,NA,"2001",201245,"P803325","P803326","P803324","P803323","E","E30"
16,17.3,10.8,"0",4,"5",16,16,29,"2",12,NA,"2001",201245,"P803325","P803326","P803324","P803323","E","E30"
16,16.3,10,"0",4,"5",16,16,29,"1",12,"1","2001",201245,"P803325","P803326","P803325","P803326","E","E30"
16,16.6,10.3,"0",4,"5",16,16,29,"1",12,"2","2001",201245,"P803325","P803326","P803325","P803326","E","E30"
16,16.9,10.9,"0",4,"5",16,16,29,"1",12,NA,"2001",201245,"P803325","P803326","P803325","P803326","E","E30"
16,16.5,10.6,"0",4,"5",16,16,29,"2",12,NA,"2001",201245,"P803325","P803326","P803324","P803323","E","E30"
16,17.1,10.6,"0",4,"5",16,16,29,"1",12,"1","2001",201245,"P803325","P803326","P803325","P803326","E","E30"
16,17.4,10.6,"0",4,"5",16,16,29,"1",12,"1","2001",201245,"P803325","P803326","P803325","P803326","E","E30"
16,16.3,9.5,"0",4,"5",16,16,29,"2",12,NA,"2001",201245,"P803325","P803326","P803324","P803323","E","E30"
16,16.9,10.5,"0",4,"5",16,16,29,"1",12,"1","2001",201245,"P803325","P803326","P803325","P803326","E","E30"
16,17.2,10.8,"0",4,"5",16,16,29,"2",12,NA,"2001",201245,"P803325","P803326","P803324","P803323","E","E30"
16,16.8,10.1,"0",4,"5",16,16,29,"1",12,"2","2001",201245,"P803325","P803326","P803325","P803326","E","E30"
16,16.2,10.3,"0",4,"5",16,16,29,"2",12,NA,"2001",201245,"P803325","P803326","P803324","P803323","E","E30"
16,16.3,10,"0",4,"5",16,16,29,"2",12,NA,"2001",201245,"P803325","P803326","P803324","P803323","E","E30"
16,16.7,11.1,"0",4,"5",16,16,29,"2",12,NA,"2001",201245,"P803325","P803326","P803324","P803323","E","E30"
8,16.8,11,"0",-4,"6",8,8,29,"1",12,NA,"2001",201247,"P803324","P803323","P803324","P803323","E","E34"
8,17.3,10.4,"0",-4,"6",8,8,29,"2",12,NA,"2001",201247,"P803324","P803323","P803325","P803326","E","E34"
8,16.7,10.5,"0",-4,"6",8,8,29,"2",12,NA,"2001",201247,"P803324","P803323","P803325","P803326","E","E34"
8,17,10.7,"0",-4,"6",8,8,29,"2",12,NA,"2001",201247,"P803324","P803323","P803325","P803326","E","E34"
8,16.9,11,"0",-4,"6",8,8,29,"1",12,NA,"2001",201247,"P803324","P803323","P803324","P803323","E","E34"
8,16.6,10.1,"0",-4,"6",8,8,29,"1",12,NA,"2001",201247,"P803324","P803323","P803324","P803323","E","E34"
8,17.2,11.5,"0",-4,"6",8,8,29,"2",12,NA,"2001",201247,"P803324","P803323","P803325","P803326","E","E34"
8,17,10.6,"0",-4,"6",8,8,29,"1",12,NA,"2001",201247,"P803324","P803323","P803324","P803323","E","E34"
7,16.2,10.7,"0",NA,"6",NA,7,28,"2",13,NA,"2001",201230,"P803335","K578157","P803304","P803306","E","E6"
7,17.2,11,"0",NA,"6",NA,7,30,"1",11,NA,"2001",201230,"P803335","K578157","P803335","K578157","E","E6"
7,16.8,10.5,"0",NA,"6",NA,7,30,"1",11,NA,"2001",201230,"P803335","K578157","P803335","K578157","E","E6"
7,17.1,11.3,"0",NA,"6",NA,7,30,"1",11,NA,"2001",201230,"P803335","K578157","P803335","K578157","E","E6"
7,16.2,10.7,"0",NA,"6",NA,7,28,"2",13,NA,"2001",201230,"P803335","K578157","P803304","P803306","E","E6"
7,16.2,10.4,"0",NA,"6",NA,7,28,"2",13,NA,"2001",201230,"P803335","K578157","P803304","P803306","E","E6"
7,16.5,10.6,"0",NA,"6",NA,7,28,"2",13,NA,"2001",201230,"P803335","K578157","P803304","P803306","E","E6"
10,16.6,11,"0",0,"7",NA,10,32,"1",12,"2","2001",201326,"P803319","P803320","P803319","P803320","O","O39"
10,16.6,10.6,"0",0,"7",NA,10,32,"1",12,"2","2001",201326,"P803319","P803320","P803319","P803320","O","O39"
10,17.3,11.4,"0",0,"7",NA,10,32,"1",12,"2","2001",201326,"P803319","P803320","P803319","P803320","O","O39"
10,16.5,11.6,"1",0,"7",NA,10,32,"1",12,"1","2001",201326,"P803319","P803320","P803319","P803320","O","O39"
10,16.3,11,"0",0,"7",NA,10,32,"1",12,"1","2001",201326,"P803319","P803320","P803319","P803320","O","O39"
10,16.6,11.8,"0",0,"7",NA,10,32,"1",12,"2","2001",201326,"P803319","P803320","P803319","P803320","O","O39"
10,17.6,11.9,"0",0,"7",NA,10,32,"1",12,"2","2001",201326,"P803319","P803320","P803319","P803320","O","O39"
10,16.2,11.6,"0",0,"7",NA,10,32,"1",12,"1","2001",201326,"P803319","P803320","P803319","P803320","O","O39"
10,16.4,11.8,"0",0,"7",NA,10,32,"1",12,"2","2001",201326,"P803319","P803320","P803319","P803320","O","O39"
10,16.1,11.5,"0",0,"7",NA,10,32,"1",12,"1","2001",201326,"P803319","P803320","P803319","P803320","O","O39"
8,17.3,11.6,"0",0,"7",8,8,NA,"1",NA,NA,"2001",201196,"P803345","P803344","P803345","P803344","C","C132"
8,17.7,10.8,"0",0,"7",8,8,NA,"1",NA,NA,"2001",201196,"P803345","P803344","P803345","P803344","C","C132"
8,16.9,11.1,"0",0,"7",8,8,NA,"1",NA,NA,"2001",201196,"P803345","P803344","P803345","P803344","C","C132"
8,16.4,10.4,"0",0,"7",8,8,NA,"1",NA,NA,"2001",201196,"P803345","P803344","P803345","P803344","C","C132"
8,16.2,10,"0",0,"7",8,8,NA,"1",NA,NA,"2001",201196,"P803345","P803344","P803345","P803344","C","C132"
8,17.5,11.4,"0",0,"7",8,8,NA,"1",NA,NA,"2001",201196,"P803345","P803344","P803345","P803344","C","C132"
8,17.2,11,"0",0,"7",8,8,NA,"1",NA,NA,"2001",201196,"P803345","P803344","P803345","P803344","C","C132"
8,17.1,10.2,"0",0,"7",8,8,NA,"1",NA,NA,"2001",201196,"P803345","P803344","P803345","P803344","C","C132"
13,16.1,10.1,"0",3,"5",13,13,29,"1",10,NA,"2001",201226,"P803347",NA,"P803347",NA,"CP","CP43"
13,17.6,11.1,"0",3,"5",13,13,31,"2",10,NA,"2001",201226,"P803347",NA,"P803289",NA,"CP","CP43"
13,17.1,10.5,"0",3,"5",13,13,31,"2",10,NA,"2001",201226,"P803347",NA,"P803289",NA,"CP","CP43"
13,16.3,10.8,"0",3,"5",13,13,31,"2",10,NA,"2001",201226,"P803347",NA,"P803289",NA,"CP","CP43"
13,16.9,9,"0",3,"5",13,13,29,"1",10,NA,"2001",201226,"P803347",NA,"P803347",NA,"CP","CP43"
13,16,10.9,"0",3,"5",13,13,29,"1",10,NA,"2001",201226,"P803347",NA,"P803347",NA,"CP","CP43"
13,16.9,9.4,"0",3,"5",13,13,31,"2",10,NA,"2001",201226,"P803347",NA,"P803289",NA,"CP","CP43"
13,16.5,9.9,"0",3,"5",13,13,29,"1",10,NA,"2001",201226,"P803347",NA,"P803347",NA,"CP","CP43"
13,15.9,8.6,"0",3,"5",13,13,29,"1",10,NA,"2001",201226,"P803347",NA,"P803347",NA,"CP","CP43"
13,15.9,9.8,"0",3,"5",13,13,29,"1",10,NA,"2001",201226,"P803347",NA,"P803347",NA,"CP","CP43"
13,16,10,"0",3,"5",13,13,29,"1",10,NA,"2001",201226,"P803347",NA,"P803347",NA,"CP","CP43"
13,17.1,11.1,"0",3,"5",13,13,31,"2",10,NA,"2001",201226,"P803347",NA,"P803289",NA,"CP","CP43"
13,17.3,10.6,"0",3,"5",13,13,31,"2",10,NA,"2001",201226,"P803347",NA,"P803289",NA,"CP","CP43"
7,17.2,9.3,"0",2,"5",8,7,33,"2",10,NA,"2001",201160,"P803346",NA,NA,NA,"C","C15"
7,16.1,9.5,"0",2,"5",8,7,33,"2",10,NA,"2001",201160,"P803346",NA,NA,NA,"C","C15"
7,15.6,6.5,"0",2,"5",8,7,33,"2",10,NA,"2001",201160,"P803346",NA,NA,NA,"C","C15"
7,17.3,10.3,"0",2,"5",8,7,33,"2",10,NA,"2001",201160,"P803346",NA,NA,NA,"C","C15"
7,16.5,9.4,"0",2,"5",8,7,33,"2",10,NA,"2001",201160,"P803346",NA,NA,NA,"C","C15"
7,16,9.3,"0",2,"5",8,7,NA,"1",NA,NA,"2001",201160,"P803346",NA,"P803346",NA,"C","C15"
7,16.6,9,"0",2,"5",8,7,33,"2",10,NA,"2001",201160,"P803346",NA,NA,NA,"C","C15"
4,16.8,11.6,"0",-3,"6",6,6,33,"1",9,"1","2001",201115,"P803360","P803359","P803360","P803359","B","B80"
4,16,10,"0",-3,"6",6,6,23,"2",9,NA,"2001",201115,"P803360","P803359","P803358","P803357","B","B80"
4,17.1,11.3,"0",-3,"6",6,6,23,"2",9,NA,"2001",201115,"P803360","P803359","P803358","P803357","B","B80"
4,16.1,11.1,"0",-3,"6",6,6,33,"1",9,"2","2001",201115,"P803360","P803359","P803360","P803359","B","B80"
4,17.4,11,"0",-3,"6",6,6,23,"2",9,NA,"2001",201115,"P803360","P803359","P803358","P803357","B","B80"
4,17.4,11,"0",-3,"6",6,6,33,"1",9,"2","2001",201115,"P803360","P803359","P803360","P803359","B","B80"
10,17.3,10.9,"0",0,"7",10,10,32,"1",10,"1","2001",201153,"P803356","P803355","P803356","P803355","B","B223"
10,17.3,10.5,"0",0,"7",10,10,32,"1",10,"1","2001",201153,"P803356","P803355","P803356","P803355","B","B223"
10,16.7,10.8,"0",0,"7",10,10,32,"1",10,"1","2001",201153,"P803356","P803355","P803356","P803355","B","B223"
10,17.3,9.9,"0",0,"7",10,10,32,"1",10,"1","2001",201153,"P803356","P803355","P803356","P803355","B","B223"
10,17.6,11,"0",0,"7",10,10,32,"1",10,"2","2001",201153,"P803356","P803355","P803356","P803355","B","B223"
10,16.8,10.4,"0",0,"7",10,10,32,"1",10,"2","2001",201153,"P803356","P803355","P803356","P803355","B","B223"
10,17.7,10,"0",0,"7",10,10,32,"1",10,"2","2001",201153,"P803356","P803355","P803356","P803355","B","B223"
10,16.7,10.3,"0",0,"7",10,10,32,"1",10,"1","2001",201153,"P803356","P803355","P803356","P803355","B","B223"
10,17.2,10.9,"0",0,"7",10,10,32,"1",10,"2","2001",201153,"P803356","P803355","P803356","P803355","B","B223"
10,17.3,10.9,"0",0,"7",10,10,32,"1",10,"2","2001",201153,"P803356","P803355","P803356","P803355","B","B223"
12,15.8,8.6,"0",NA,"5",NA,16,30,"2",11,"1","2001",201137,"P803304","P803306","P803335","K578157","B","B157"
12,15.2,7.2,"0",NA,"5",NA,16,28,"1",13,"2","2001",201137,"P803304","P803306","P803304","P803306","B","B157"
12,14.4,5.8,"0",NA,"5",NA,16,28,"1",13,"2","2001",201137,"P803304","P803306","P803304","P803306","B","B157"
12,15.7,8.1,"0",NA,"5",NA,16,28,"1",13,"1","2001",201137,"P803304","P803306","P803304","P803306","B","B157"
12,16.2,9.3,"0",NA,"5",NA,16,30,"2",11,"1","2001",201137,"P803304","P803306","P803335","K578157","B","B157"
12,16.9,9.8,"0",NA,"5",NA,16,30,"2",11,"1","2001",201137,"P803304","P803306","P803335","K578157","B","B157"
12,15.2,7.3,"0",NA,"5",NA,16,28,"1",13,"1","2001",201137,"P803304","P803306","P803304","P803306","B","B157"
12,14.9,7.2,"0",NA,"5",NA,16,28,"1",13,"2","2001",201137,"P803304","P803306","P803304","P803306","B","B157"
12,15.5,8.2,"0",NA,"5",NA,16,30,"2",11,"1","2001",201137,"P803304","P803306","P803335","K578157","B","B157"
13,17.6,11.4,"0",0,"7",NA,13,29,"1",13,NA,"2001",201357,"P803362","P803361","P803362","P803361","P","P3"
13,16.5,10.3,"0",0,"7",NA,13,29,"1",13,NA,"2001",201357,"P803362","P803361","P803362","P803361","P","P3"
13,17.2,10.4,"0",0,"7",NA,13,29,"1",13,NA,"2001",201357,"P803362","P803361","P803362","P803361","P","P3"
13,15.5,9.9,"0",0,"7",NA,13,29,"1",13,NA,"2001",201357,"P803362","P803361","P803362","P803361","P","P3"
13,16.2,10.1,"0",0,"7",NA,13,29,"1",13,NA,"2001",201357,"P803362","P803361","P803362","P803361","P","P3"
13,16.6,10.9,"0",0,"7",NA,13,29,"1",13,NA,"2001",201357,"P803362","P803361","P803362","P803361","P","P3"
13,17.1,10.6,"0",0,"7",NA,13,29,"1",13,NA,"2001",201357,"P803362","P803361","P803362","P803361","P","P3"
13,17.3,10.7,"0",0,"7",NA,13,29,"1",13,NA,"2001",201357,"P803362","P803361","P803362","P803361","P","P3"
13,16.9,10.7,"0",0,"7",NA,13,29,"1",13,NA,"2001",201357,"P803362","P803361","P803362","P803361","P","P3"
13,15.2,10.2,"0",0,"7",NA,13,29,"1",13,NA,"2001",201357,"P803362","P803361","P803362","P803361","P","P3"
13,17.2,10.3,"0",0,"7",NA,13,29,"1",13,NA,"2001",201357,"P803362","P803361","P803362","P803361","P","P3"
13,17.1,11.3,"0",0,"7",NA,13,29,"1",13,NA,"2001",201357,"P803362","P803361","P803362","P803361","P","P3"
13,16.2,10.2,"0",0,"7",NA,13,29,"1",13,NA,"2001",201357,"P803362","P803361","P803362","P803361","P","P3"
6,16.8,9.9,"0",-3,"6",6,6,32,"2",9,"1","2001",201388,"P803305","P803307","P803312","P803311","SW","SW85"
6,18,10.4,"0",-3,"6",6,6,31,"1",10,"2","2001",201388,"P803305","P803307","P803305","P803307","SW","SW85"
6,17.3,10.2,"0",-3,"6",6,6,31,"1",10,"1","2001",201388,"P803305","P803307","P803305","P803307","SW","SW85"
6,17.5,10.5,"0",-3,"6",6,6,32,"2",9,"2","2001",201388,"P803305","P803307","P803312","P803311","SW","SW85"
6,16.9,9.7,"0",-3,"6",6,6,31,"1",10,"2","2001",201388,"P803305","P803307","P803305","P803307","SW","SW85"
6,17.4,10.8,"0",-3,"6",6,6,32,"2",9,"2","2001",201388,"P803305","P803307","P803312",NA,"SW","SW85"
10,16.8,8.6,"0",3,"5",11,10,32,"1",9,"1","2001",201378,"P803312","P803311","P803312","P803311","SW","SW44"
10,17.8,8.8,"0",3,"5",11,10,31,"2",10,"2","2001",201378,"P803312","P803311","P803305","P803307","SW","SW44"
10,16.9,8.1,"0",3,"5",11,10,31,"2",10,"2","2001",201378,"P803312","P803311","P803305","P803307","SW","SW44"
10,16.9,8.2,"0",3,"5",11,10,32,"1",9,"2","2001",201378,"P803312","P803311","P803312","P803311","SW","SW44"
10,17.2,8.3,"0",3,"5",11,10,32,"1",9,"1","2001",201378,"P803312","P803311","P803312",NA,"SW","SW44"
10,16,8.1,"0",3,"5",11,10,31,"2",10,"1","2001",201378,"P803312","P803311","P803305","P803307","SW","SW44"
10,16.6,7.6,"0",3,"5",11,10,31,"2",10,"1","2001",201378,"P803312","P803311","P803305","P803307","SW","SW44"
10,16.6,7.6,"0",3,"5",11,10,32,"1",9,"1","2001",201378,"P803312","P803311","P803312","P803311","SW","SW44"
10,16.7,8.5,"0",3,"5",11,10,32,"1",9,"1","2001",201378,"P803312","P803311","P803312","P803311","SW","SW44"
10,17.5,8.8,"0",3,"5",11,10,31,"2",10,"2","2001",201378,"P803312","P803311","P803305","P803307","SW","SW44"
8,17,9.8,"0",3,"5",11,8,32,"2",11,NA,"2001",201302,"P803339",NA,"P803337","P803338","O","O1"
8,17.1,8.9,"0",3,"5",11,8,34,"1",8,NA,"2001",201302,"P803339",NA,"P803339",NA,"O","O1"
8,14.9,6.6,"0",3,"5",11,8,32,"2",11,NA,"2001",201302,"P803339",NA,"P803337","P803338","O","O1"
8,17,8.8,"0",3,"5",11,8,32,"2",11,NA,"2001",201302,"P803339",NA,"P803337","P803338","O","O1"
8,15.4,7.6,"0",3,"5",11,8,34,"1",8,NA,"2001",201302,"P803339",NA,"P803339",NA,"O","O1"
8,14.2,5.8,"0",3,"5",11,8,34,"1",8,NA,"2001",201302,"P803339",NA,"P803339",NA,"O","O1"
8,15.5,7.2,"0",3,"5",11,8,34,"1",8,NA,"2001",201302,"P803339",NA,"P803339",NA,"O","O1"
8,15.8,9.5,"0",3,"5",11,8,34,"1",8,NA,"2001",201302,"P803339",NA,"P803339",NA,"O","O1"
6,17.3,10.4,"0",-3,"6",6,6,34,"2",8,NA,"2001",201314,"P803337","P803338","P803339",NA,"O","O19"
6,17.4,11.2,"0",-3,"6",6,6,34,"2",8,NA,"2001",201314,"P803337","P803338","P803339",NA,"O","O19"
6,17.3,11,"0",-3,"6",6,6,34,"2",8,NA,"2001",201314,"P803337","P803338","P803339",NA,"O","O19"
6,16.4,11.7,"0",-3,"6",6,6,32,"1",11,NA,"2001",201314,"P803337","P803338","P803337","P803338","O","O19"
6,16.8,10.8,"0",-3,"6",6,6,32,"1",11,NA,"2001",201314,"P803337","P803338","P803337","P803338","O","O19"
6,17.3,10.8,"0",-3,"6",6,6,32,"1",11,NA,"2001",201314,"P803337","P803338","P803337","P803338","O","O19"
12,17.1,9.9,"0",3,"5",13,12,23,"1",9,NA,"2001",201360,"P803358","P803357","P803358","P803357","P","P10"
12,17.1,11.6,"0",3,"5",13,12,33,"2",9,"2","2001",201360,"P803358","P803357","P803360","P803359","P","P10"
12,16,7.9,"0",3,"5",13,12,23,"1",9,NA,"2001",201360,"P803358","P803357","P803358","P803357","P","P10"
12,15.8,9.6,"0",3,"5",13,12,23,"1",9,NA,"2001",201360,"P803358","P803357","P803358","P803357","P","P10"
12,17.3,11.1,"0",3,"5",13,12,33,"2",9,"1","2001",201360,"P803358","P803357","P803360","P803359","P","P10"
12,17.6,10.5,"0",3,"5",13,12,23,"1",9,NA,"2001",201360,"P803358","P803357","P803358","P803357","P","P10"
12,17.9,11.8,"0",3,"5",13,12,23,"1",9,NA,"2001",201360,"P803358","P803357","P803358","P803357","P","P10"
12,16.6,10.3,"0",3,"5",13,12,33,"2",9,"1","2001",201360,"P803358","P803357","P803360","P803359","P","P10"
12,16.1,9,"0",3,"5",13,12,23,"1",9,NA,"2001",201360,"P803358","P803357","P803358","P803357","P","P10"
12,17.5,10.4,"0",3,"5",13,12,33,"2",9,"2","2001",201360,"P803358","P803357","P803360","P803359","P","P10"
12,16.7,10.1,"0",3,"5",13,12,23,"1",9,NA,"2001",201360,"P803358","P803357","P803358","P803357","P","P10"
12,17.3,10.2,"0",3,"5",13,12,33,"2",9,"2","2001",201360,"P803358","P803357","P803360","P803359","P","P10"
11,16.1,10.5,"0",0,"7",12,11,33,"1",12,NA,"2001",201253,"P803328","J745982","P803328","J745982","E","E43C"
11,16.9,10.8,"0",0,"7",12,11,33,"1",12,"2","2001",201253,"P803328","J745982","P803328","J745982","E","E43C"
11,17.2,11,"0",0,"7",12,11,33,"1",12,NA,"2001",201253,"P803328","J745982","P803328","J745982","E","E43C"
11,16.7,11.9,"0",0,"7",12,11,33,"1",12,NA,"2001",201253,"P803328","J745982","P803328","J745982","E","E43C"
11,16.4,10.3,"0",0,"7",12,11,33,"1",12,NA,"2001",201253,"P803328","J745982","P803328","J745982","E","E43C"
11,16.8,11.8,"0",0,"7",12,11,33,"1",12,NA,"2001",201253,"P803328","J745982","P803328","J745982","E","E43C"
11,15.3,9.3,"0",0,"7",12,11,33,"1",12,NA,"2001",201253,"P803328","J745982","P803328","J745982","E","E43C"
11,16.7,10.9,"0",0,"7",12,11,33,"1",12,"2","2001",201253,"P803328","J745982","P803328","J745982","E","E43C"
11,16.7,10.6,"0",0,"7",12,11,33,"1",12,NA,"2001",201253,"P803328","J745982","P803328","J745982","E","E43C"
11,15.7,10.5,"0",0,"7",12,11,33,"1",12,NA,"2001",201253,"P803328","J745982","P803328","J745982","E","E43C"
11,15.6,9,"0",0,"7",12,11,33,"1",12,NA,"2001",201253,"P803328","J745982","P803328","J745982","E","E43C"
8,16.7,11.1,"0",2,"5",9,8,35,"1",9,"1","2001",201214,"P803349","P803348","P803349","P803348","CP","CP18"
8,16.8,10.3,"0",2,"5",9,8,35,"1",9,"1","2001",201214,"P803349","P803348","P803349","P803348","CP","CP18"
8,16.8,11.3,"0",2,"5",9,8,35,"1",9,"2","2001",201214,"P803349","P803348","P803349","P803348","CP","CP18"
8,17,10.4,"0",2,"5",9,8,37,"2",9,NA,"2001",201214,"P803349","P803348",NA,"P803350","CP","CP18"
8,17.3,10,"0",2,"5",9,8,37,"2",9,NA,"2001",201214,"P803349","P803348",NA,"P803350","CP","CP18"
8,16.5,9.6,"0",2,"5",9,8,37,"2",9,NA,"2001",201214,"P803349","P803348",NA,"P803350","CP","CP18"
8,16.8,10.3,"0",2,"5",9,8,35,"1",9,"1","2001",201214,"P803349","P803348","P803349","P803348","CP","CP18"
8,16.8,10,"0",2,"5",9,8,37,"2",9,NA,"2001",201214,"P803349","P803348",NA,"P803350","CP","CP18"
2,17.4,10.8,"0",-2,"6",5,2,37,"1",9,NA,"2001",201425,NA,"P803350",NA,"P803350","W","W54"
2,18.2,11.1,"0",-2,"6",5,2,35,"2",9,"2","2001",201425,NA,"P803350","P803349","P803348","W","W54"
11,17.2,10.7,"0",0,"7",11,11,26,"1",11,NA,"2001",201347,"P803366","P803367","P803366","P803367","O","O80"
11,17.1,10.3,"0",0,"7",11,11,26,"1",11,NA,"2001",201347,"P803366","P803367","P803366","P803367","O","O80"
11,16.7,10.4,"0",0,"7",11,11,26,"1",11,NA,"2001",201347,"P803366","P803367","P803366","P803367","O","O80"
11,16.9,10.5,"0",0,"7",11,11,26,"1",11,NA,"2001",201347,"P803366","P803367","P803366","P803367","O","O80"
11,17.2,11,"0",0,"7",11,11,26,"1",11,NA,"2001",201347,"P803366","P803367","P803366","P803367","O","O80"
11,17,11.9,"0",0,"7",11,11,26,"1",11,NA,"2001",201347,"P803366","P803367","P803366","P803367","O","O80"
11,17,10.5,"0",0,"7",11,11,26,"1",11,NA,"2001",201347,"P803366","P803367","P803366","P803367","O","O80"
11,16.4,9.9,"0",0,"7",11,11,26,"1",11,NA,"2001",201347,"P803366","P803367","P803366","P803367","O","O80"
11,17.3,11.1,"0",0,"7",11,11,26,"1",11,NA,"2001",201347,"P803366","P803367","P803366","P803367","O","O80"
11,17.2,10.5,"0",0,"7",11,11,26,"1",11,NA,"2001",201347,"P803366","P803367","P803366","P803367","O","O80"
11,17.8,11.1,"0",0,"7",11,11,26,"1",11,NA,"2001",201347,"P803366","P803367","P803366","P803367","O","O80"
0,16.3,9.5,"0",-4,"6",9,8,31,"1",14,"2","2001",201368,"P803353","P803373","P803353","P803373","SW","SW10"
0,17.1,9,"0",-4,"6",9,8,31,"1",14,NA,"2001",201368,"P803353","P803373","P803353","P803373","SW","SW10"
