"number_chicks_fledged_from_rear_nest","day_14_tarsus_length","day_14_weight","chick_survival_to_first_breed_season","net_rearing_manipulation","rear_nest_trt","rear_Cs_at_start_of_rearing","d14_rear_nest_brood_size","hatch_nest_LD","home_or_away","hatch_nest_CS","chick_sex_molec","hatch_year","rear_nest_breed_ID","rear_mom_Ring","rear_dad_Ring","hatch_mom_Ring","genetic_dad_ring_.WP_or_EP.","rear_area","rear_Box"
12,16.6,8,"0",3,"5",12,12,15,"2",10,"2","2001",201167,"P803005","P803006","P803008",NA,"C","C26"
12,15.5,8.1,"0",3,"5",12,12,15,"2",10,"2","2001",201167,"P803005","P803006","P803008","P803007","C","C26"
12,17.1,10.3,"0",3,"5",12,12,14,"1",10,"2","2001",201167,"P803005","P803006","P803005","P803006","C","C26"
12,17.6,8.4,"0",3,"5",12,12,15,"2",10,"1","2001",201167,"P803005","P803006","P803008","P803007","C","C26"
12,16.3,8.1,"0",3,"5",12,12,14,"1",10,"1","2001",201167,"P803005","P803006","P803005","P803006","C","C26"
12,16.4,8.4,"0",3,"5",12,12,15,"2",10,"2","2001",201167,"P803005","P803006","P803008","P803007","C","C26"
12,17.7,9.7,"0",3,"5",12,12,15,"2",10,"1","2001",201167,"P803005","P803006","P803008","P803007","C","C26"
12,16.8,8,"0",3,"5",12,12,15,"2",10,"1","2001",201167,"P803005","P803006","P803008","P803007","C","C26"
12,16.6,8.3,"0",3,"5",12,12,14,"1",10,"2","2001",201167,"P803005","P803006","P803005","P803012","C","C26"
12,15.6,6.5,"0",3,"5",12,12,15,"2",10,"2","2001",201167,"P803005","P803006","P803008","P803007","C","C26"
12,16.7,8,"0",3,"5",12,12,14,"1",10,"2","2001",201167,"P803005","P803006","P803005","P803006","C","C26"
12,17.2,9.1,"0",3,"5",12,12,14,"1",10,"2","2001",201167,"P803005","P803006","P803005","P803006","C","C26"
7,18.2,10.8,"0",-3,"6",7,7,15,"1",10,"2","2001",201194,"P803008","P803007","P803008","P803007","C","C130"
7,16.7,10.6,"0",-3,"6",7,7,14,"2",10,"1","2001",201194,"P803008","P803007","P803005","P803006","C","C130"
7,17,9.3,"0",-3,"6",7,7,14,"2",10,"2","2001",201194,"P803008","P803007","P803005","P804790","C","C130"
7,16.8,10.9,"0",-3,"6",7,7,14,"2",10,"1","2001",201194,"P803008","P803007","P803005","P803006","C","C130"
7,17.6,10.8,"0",-3,"6",7,7,15,"1",10,"2","2001",201194,"P803008","P803007","P803008","P803007","C","C130"
7,18.1,11.2,"1",-3,"6",7,7,15,"1",10,"2","2001",201194,"P803008","P803007","P803008","P803007","C","C130"
7,17.3,10.2,"0",-3,"6",7,7,14,"2",10,"2","2001",201194,"P803008","P803007","P803005","P803012","C","C130"
7,16.7,11.2,"0",0,"7",7,7,15,"1",7,NA,"2001",201174,"P803010","P803009","P803010","P803009","C","C46"
7,16.9,10.2,"0",0,"7",7,7,15,"1",7,NA,"2001",201174,"P803010","P803009","P803010","P803009","C","C46"
7,16.6,10.4,"0",0,"7",7,7,15,"1",7,NA,"2001",201174,"P803010","P803009","P803010","P803009","C","C46"
7,18,11.2,"0",0,"7",7,7,15,"1",7,NA,"2001",201174,"P803010","P803009","P803010","P803009","C","C46"
7,17.3,10.7,"0",0,"7",7,7,15,"1",7,NA,"2001",201174,"P803010","P803009","P803010","P803009","C","C46"
7,16.8,10.4,"0",0,"7",7,7,15,"1",7,NA,"2001",201174,"P803010","P803009","P803010","P803009","C","C46"
7,17.2,11.2,"0",0,"7",7,7,15,"1",7,NA,"2001",201174,"P803010","P803009","P803010","P803009","C","C46"
7,17.8,11.3,"1",-1,"6",10,7,16,"2",11,"2","2001",201417,"P803018","P803019",NA,NA,"W","W43"
7,16.8,10.6,"0",-1,"6",10,7,13,"1",13,"1","2001",201417,"P803018","P803019","P803018","P803019","W","W43"
7,16.4,9.6,"0",-1,"6",10,7,13,"1",13,"1","2001",201417,"P803018","P803019","P803018","P803019","W","W43"
7,16.8,9.9,"0",-1,"6",10,7,13,"1",13,"1","2001",201417,"P803018","P803019","P803018","P803019","W","W43"
7,17.7,10.4,"0",-1,"6",10,7,16,"2",11,"2","2001",201417,"P803018","P803019",NA,NA,"W","W43"
7,17.2,9.9,"0",-1,"6",10,7,16,"2",11,"2","2001",201417,"P803018","P803019",NA,NA,"W","W43"
7,17.2,10.3,"0",-1,"6",10,7,16,"2",11,"1","2001",201417,"P803018","P803019",NA,NA,"W","W43"
14,17.9,9.5,"0",3,"5",14,14,15,"2",12,"2","2001",201123,NA,"P803015","P803016","P803017","B","B100"
14,16,8.5,"0",3,"5",14,14,15,"2",12,"1","2001",201123,NA,"P803015","P803016","P803017","B","B100"
14,16.3,7.9,"0",3,"5",14,14,12,"1",12,"1","2001",201123,NA,"P803015",NA,"P803015","B","B100"
14,15.8,8,"0",3,"5",14,14,12,"1",12,"1","2001",201123,NA,"P803015",NA,"P803015","B","B100"
14,17.3,8.8,"0",3,"5",14,14,15,"2",12,"2","2001",201123,NA,"P803015","P803016","P803017","B","B100"
14,16.5,9,"0",3,"5",14,14,12,"1",12,"2","2001",201123,NA,"P803015",NA,"P803015","B","B100"
14,16.1,8.3,"0",3,"5",14,14,12,"1",12,"2","2001",201123,NA,"P803015",NA,"P803015","B","B100"
14,16.1,8.5,"0",3,"5",14,14,12,"1",12,"1","2001",201123,NA,"P803015",NA,"P803015","B","B100"
14,16.6,8.2,"0",3,"5",14,14,15,"2",12,"1","2001",201123,NA,"P803015","P803016","P803017","B","B100"
14,16.7,9.3,"0",3,"5",14,14,12,"1",12,"2","2001",201123,NA,"P803015",NA,NA,"B","B100"
14,16.6,9.8,"0",3,"5",14,14,15,"2",12,"1","2001",201123,NA,"P803015","P803016","P803017","B","B100"
14,16.2,7.4,"0",3,"5",14,14,12,"1",12,"2","2001",201123,NA,"P803015",NA,"P803015","B","B100"
14,16.6,8.4,"0",3,"5",14,14,15,"2",12,"1","2001",201123,NA,"P803015","P803016","P803017","B","B100"
14,17.1,9,"0",3,"5",14,14,15,"2",12,"2","2001",201123,NA,"P803015","P803016","P803017","B","B100"
8,16.7,11.5,"1",-3,"6",8,8,12,"2",12,"1","2001",201288,"P803016","P803017",NA,NA,"MP","MP55"
8,17.2,10.8,"0",-3,"6",8,8,15,"1",12,"1","2001",201288,"P803016","P803017","P803016","P803017","MP","MP55"
8,17.8,12.2,"0",-3,"6",8,8,12,"2",12,"2","2001",201288,"P803016","P803017",NA,"P803015","MP","MP55"
8,17.1,10.9,"0",-3,"6",8,8,12,"2",12,"1","2001",201288,"P803016","P803017",NA,"P803015","MP","MP55"
8,18.1,11.8,"1",-3,"6",8,8,15,"1",12,"2","2001",201288,"P803016","P803017","P803016","P803017","MP","MP55"
8,17.2,11.4,"0",-3,"6",8,8,12,"2",12,"1","2001",201288,"P803016","P803017",NA,"P803015","MP","MP55"
8,17.2,11.3,"0",-3,"6",8,8,15,"1",12,"1","2001",201288,"P803016","P803017","P803016","P803017","MP","MP55"
8,17.2,12.1,"0",-3,"6",8,8,15,"1",12,"2","2001",201288,"P803016","P803017","P803016","P803017","MP","MP55"
5,17.32,8.7,"0",0,"7",6,5,21,"1",9,NA,"2001",201319,"P803035",NA,"P803035",NA,"O","O27"
5,16.9,9.4,"0",0,"7",6,5,21,"1",9,NA,"2001",201319,"P803035",NA,"P803035",NA,"O","O27"
5,16.9,8.2,"0",0,"7",6,5,21,"1",9,NA,"2001",201319,"P803035",NA,"P803035",NA,"O","O27"
5,16.4,8.4,"0",0,"7",6,5,21,"1",9,NA,"2001",201319,"P803035",NA,"P803035",NA,"O","O27"
5,18.1,10,"0",0,"7",6,5,21,"1",9,NA,"2001",201319,"P803035",NA,"P803035",NA,"O","O27"
6,17.9,10.1,"0",-3,"6",7,6,21,"2",9,"1","2001",201393,"P803040",NA,NA,NA,"SW","SW113"
6,17.8,11.6,"0",-3,"6",7,6,21,"2",9,"2","2001",201393,"P803040",NA,NA,NA,"SW","SW113"
6,17.5,10.3,"0",-3,"6",7,6,19,"1",10,NA,"2001",201393,"P803040",NA,"P803040",NA,"SW","SW113"
6,18,11.5,"0",-3,"6",7,6,21,"2",9,"2","2001",201393,"P803040",NA,NA,NA,"SW","SW113"
6,16.4,8.7,"0",-3,"6",7,6,19,"1",10,NA,"2001",201393,"P803040",NA,"P803040",NA,"SW","SW113"
6,16.3,8.8,"0",-3,"6",7,6,19,"1",10,NA,"2001",201393,"P803040",NA,"P803040",NA,"SW","SW113"
12,16.5,11.1,"0",0,"7",12,12,15,"1",12,"1","2001",201145,"P803043","K604560","P803043","K604560","B","B194"
12,17.4,11.7,"1",0,"7",12,12,15,"1",12,"2","2001",201145,"P803043","K604560","P803043","K604560","B","B194"
12,16.5,10.9,"0",0,"7",12,12,15,"1",12,"1","2001",201145,"P803043","K604560","P803043","K604560","B","B194"
12,17.4,11.5,"0",0,"7",12,12,15,"1",12,"2","2001",201145,"P803043","K604560","P803043","K604560","B","B194"
12,16.8,11.2,"0",0,"7",12,12,15,"1",12,"1","2001",201145,"P803043","K604560","P803043","K604560","B","B194"
12,16.6,11,"0",0,"7",12,12,15,"1",12,"1","2001",201145,"P803043","K604560","P803043","K604560","B","B194"
12,16.4,10.8,"0",0,"7",12,12,15,"1",12,"1","2001",201145,"P803043","K604560","P803043",NA,"B","B194"
12,16.7,11.2,"0",0,"7",12,12,15,"1",12,"1","2001",201145,"P803043","K604560","P803043","K604560","B","B194"
12,17.4,11.1,"0",0,"7",12,12,15,"1",12,"2","2001",201145,"P803043","K604560","P803043",NA,"B","B194"
12,17.7,11.2,"1",0,"7",12,12,15,"1",12,"2","2001",201145,"P803043","K604560","P803043","K604560","B","B194"
12,17.6,10.2,"0",0,"7",12,12,15,"1",12,"2","2001",201145,"P803043","K604560","P803043","K604560","B","B194"
12,16.8,10.8,"0",0,"7",12,12,15,"1",12,"1","2001",201145,"P803043","K604560","P803043","K604560","B","B194"
2,17.5,11.5,"0",0,"7",2,2,18,"1",3,NA,"2001",201414,"P803056",NA,"P803056",NA,"W","W37"
2,17.1,10.6,"0",0,"7",2,2,18,"1",3,NA,"2001",201414,"P803056",NA,"P803056",NA,"W","W37"
13,16,9.6,"0",3,"5",16,13,18,"1",14,"1","2001",201260,"P803087","P803086","P803087","P803086","E","E51B"
13,17.2,11.3,"0",3,"5",16,13,18,"2",15,"1","2001",201260,"P803087","P803086",NA,NA,"E","E51B"
13,17.3,11.8,"0",3,"5",16,13,18,"2",15,"2","2001",201260,"P803087","P803086",NA,NA,"E","E51B"
13,16.8,10.8,"0",3,"5",16,13,18,"2",15,"1","2001",201260,"P803087","P803086",NA,NA,"E","E51B"
13,16.8,10.4,"0",3,"5",16,13,18,"2",15,"1","2001",201260,"P803087","P803086",NA,NA,"E","E51B"
13,16.7,9.9,"0",3,"5",16,13,18,"1",14,"2","2001",201260,"P803087","P803086","P803087","P803086","E","E51B"
13,16.7,10.3,"0",3,"5",16,13,18,"2",15,"1","2001",201260,"P803087","P803086",NA,NA,"E","E51B"
13,18.3,11.5,"0",3,"5",16,13,18,"2",15,"2","2001",201260,"P803087","P803086",NA,NA,"E","E51B"
13,16.9,11.2,"0",3,"5",16,13,18,"1",14,"2","2001",201260,"P803087","P803086","P803087","P803086","E","E51B"
13,16.4,10.1,"0",3,"5",16,13,18,"1",14,"1","2001",201260,"P803087","P803086","P803087","P803086","E","E51B"
13,16.5,9.7,"0",3,"5",16,13,18,"2",15,"1","2001",201260,"P803087","P803086",NA,NA,"E","E51B"
13,16.2,10,"1",3,"5",16,13,18,"1",14,"1","2001",201260,"P803087","P803086","P803087","P803086","E","E51B"
7,16.8,10.8,"0",-3,"6",8,7,20,"2",9,"1","2001",201225,"P803102","P803078","P803080","P803081","CP","CP40A"
7,17.3,11.4,"0",-3,"6",8,7,20,"2",9,"2","2001",201225,"P803102","P803078","P803080","P803081","CP","CP40A"
7,16.3,11.2,"0",-3,"6",8,7,20,"2",9,"1","2001",201225,"P803102","P803078","P803080","P803081","CP","CP40A"
7,17.3,12.1,"0",-3,"6",8,7,21,"1",12,"2","2001",201225,"P803102","P803078","P803102",NA,"CP","CP40A"
7,17.2,11.2,"0",-3,"6",8,7,21,"1",12,"2","2001",201225,"P803102","P803078","P803102","P803078","CP","CP40A"
7,17.2,11.3,"0",-3,"6",8,7,21,"1",12,"1","2001",201225,"P803102","P803078","P803102","P803078","CP","CP40A"
7,16.8,11.3,"0",-3,"6",8,7,21,"1",12,"2","2001",201225,"P803102","P803078","P803102","P803078","CP","CP40A"
6,16.3,10,"0",0,"7",10,6,18,"1",11,NA,"2001",201337,"P803034","P803046","P803034","P803046","O","O65"
6,16.9,10.2,"0",0,"7",10,6,18,"1",11,NA,"2001",201337,"P803034","P803046","P803034","P803046","O","O65"
6,16.7,10,"0",0,"7",10,6,18,"1",11,NA,"2001",201337,"P803034","P803046","P803034","P803046","O","O65"
6,16.8,10.4,"0",0,"7",10,6,18,"1",11,NA,"2001",201337,"P803034","P803046","P803034","P803046","O","O65"
8,17.1,10.5,"0",0,"7",10,8,18,"1",10,"1","2001",201397,"P803048","P803050","P803048","P803050","SW","SW128"
8,17.5,11.3,"0",0,"7",10,8,18,"1",10,"2","2001",201397,"P803048","P803050","P803048","P803050","SW","SW128"
8,17,10.3,"0",0,"7",10,8,18,"1",10,NA,"2001",201397,"P803048","P803050","P803048","P803050","SW","SW128"
8,17,10.8,"0",0,"7",10,8,18,"1",10,NA,"2001",201397,"P803048","P803050","P803048","P803050","SW","SW128"
8,16.4,10.5,"0",0,"7",10,8,18,"1",10,NA,"2001",201397,"P803048","P803050","P803048","P803050","SW","SW128"
8,16.4,9.9,"0",0,"7",10,8,18,"1",10,NA,"2001",201397,"P803048","P803050","P803048","P803050","SW","SW128"
8,17.1,10.9,"0",0,"7",10,8,18,"1",10,"1","2001",201397,"P803048","P803050","P803048","P803050","SW","SW128"
8,17.2,10.7,"0",0,"7",10,8,18,"1",10,NA,"2001",201397,"P803048","P803050","P803048","P803050","SW","SW128"
9,17.5,11.1,"0",0,"7",NA,9,22,"1",9,"2","2001",201199,"P803042","P803051","P803042","P803051","C","C143"
9,17.3,10.5,"0",0,"7",NA,9,22,"1",9,"2","2001",201199,"P803042","P803051","P803042","P803051","C","C143"
9,16.8,9.9,"0",0,"7",NA,9,22,"1",9,"1","2001",201199,"P803042","P803051","P803042","P803051","C","C143"
9,17,10,"0",0,"7",NA,9,22,"1",9,"1","2001",201199,"P803042","P803051","P803042","P803051","C","C143"
9,16.3,10.2,"0",0,"7",NA,9,22,"1",9,"1","2001",201199,"P803042","P803051","P803042","P803051","C","C143"
9,16.3,9.9,"0",0,"7",NA,9,22,"1",9,"1","2001",201199,"P803042","P803051","P803042","P803051","C","C143"
9,16.8,10,"0",0,"7",NA,9,22,"1",9,"1","2001",201199,"P803042","P803051","P803042","P803051","C","C143"
9,17.2,9.9,"0",0,"7",NA,9,22,"1",9,"1","2001",201199,"P803042","P803051","P803042","P803051","C","C143"
9,18.1,10.7,"0",0,"7",NA,9,22,"1",9,"2","2001",201199,"P803042","P803051","P803042","P803051","C","C143"
9,17.1,9.9,"0",0,"7",11,11,16,"1",12,NA,"2001",201185,"P803052",NA,"P803052",NA,"C","C111"
9,17.8,11,"0",0,"7",11,11,16,"1",12,NA,"2001",201185,"P803052",NA,"P803052",NA,"C","C111"
9,17.2,10.3,"0",0,"7",11,11,16,"1",12,NA,"2001",201185,"P803052",NA,"P803052",NA,"C","C111"
9,18.1,11.2,"0",0,"7",11,11,16,"1",12,NA,"2001",201185,"P803052",NA,"P803052",NA,"C","C111"
9,17.8,11.1,"0",0,"7",11,11,16,"1",12,NA,"2001",201185,"P803052",NA,"P803052",NA,"C","C111"
9,17.6,11.6,"0",0,"7",11,11,16,"1",12,NA,"2001",201185,"P803052",NA,"P803052",NA,"C","C111"
9,17.1,9.6,"0",0,"7",11,11,16,"1",12,NA,"2001",201185,"P803052",NA,"P803052",NA,"C","C111"
9,17,9.8,"0",0,"7",11,11,16,"1",12,NA,"2001",201185,"P803052",NA,"P803052",NA,"C","C111"
9,17.6,10.6,"0",0,"7",11,11,16,"1",12,NA,"2001",201185,"P803052",NA,"P803052",NA,"C","C111"
9,17.8,10.8,"0",0,"7",11,11,16,"1",12,NA,"2001",201185,"P803052",NA,"P803052",NA,"C","C111"
9,18.3,11.4,"0",0,"7",11,11,16,"1",12,NA,"2001",201185,"P803052",NA,"P803052",NA,"C","C111"
11,17.3,9.5,"0",0,"7",11,11,18,"1",12,"1","2001",201276,"P803044",NA,"P803044",NA,"MP","MP16"
11,17.7,10.6,"0",0,"7",11,11,18,"1",12,"2","2001",201276,"P803044",NA,"P803044",NA,"MP","MP16"
11,17.2,9.9,"0",0,"7",11,11,18,"1",12,NA,"2001",201276,"P803044",NA,"P803044",NA,"MP","MP16"
11,17.4,10.7,"0",0,"7",11,11,18,"1",12,"2","2001",201276,"P803044",NA,"P803044",NA,"MP","MP16"
11,17.3,11.1,"0",0,"7",11,11,18,"1",12,"2","2001",201276,"P803044",NA,"P803044",NA,"MP","MP16"
11,17.3,10.6,"0",0,"7",11,11,18,"1",12,NA,"2001",201276,"P803044",NA,"P803044",NA,"MP","MP16"
11,16.7,9.9,"0",0,"7",11,11,18,"1",12,"1","2001",201276,"P803044",NA,"P803044",NA,"MP","MP16"
11,17.1,11,"0",0,"7",11,11,18,"1",12,"2","2001",201276,"P803044",NA,"P803044",NA,"MP","MP16"
11,16.8,9.8,"0",0,"7",11,11,18,"1",12,"1","2001",201276,"P803044",NA,"P803044",NA,"MP","MP16"
11,16.8,9.8,"0",0,"7",11,11,18,"1",12,"1","2001",201276,"P803044",NA,"P803044",NA,"MP","MP16"
11,17.4,10.4,"0",0,"7",11,11,18,"1",12,"1","2001",201276,"P803044",NA,"P803044",NA,"MP","MP16"
7,17.3,11.8,"0",0,"7",7,7,20,"1",10,NA,"2001",201291,"P803057",NA,"P803057",NA,"MP","MP65"
7,17.1,11.6,"0",0,"7",7,7,20,"1",10,"1","2001",201291,"P803057",NA,"P803057",NA,"MP","MP65"
7,17.1,11.6,"0",0,"7",7,7,20,"1",10,"1","2001",201291,"P803057",NA,"P803057",NA,"MP","MP65"
7,17.5,11.7,"0",0,"7",7,7,20,"1",10,"2","2001",201291,"P803057",NA,"P803057",NA,"MP","MP65"
7,16.7,11.7,"0",0,"7",7,7,20,"1",10,"1","2001",201291,"P803057",NA,"P803057",NA,"MP","MP65"
7,17.1,10.8,"0",0,"7",7,7,20,"1",10,"1","2001",201291,"P803057",NA,"P803057",NA,"MP","MP65"
7,16.7,11.1,"0",0,"7",7,7,20,"1",10,"1","2001",201291,"P803057",NA,"P803057",NA,"MP","MP65"
7,17.6,11,"0",-3,"6",7,7,22,"1",10,"2","2001",201172,"P803049",NA,"P803049",NA,"C","C42"
7,16.9,9.2,"0",-3,"6",7,7,20,"2",11,"2","2001",201172,"P803049",NA,"P803054",NA,"C","C42"
7,17.1,10,"0",-3,"6",7,7,20,"2",11,"2","2001",201172,"P803049",NA,"P803054",NA,"C","C42"
7,15.7,9.2,"0",-3,"6",7,7,22,"1",10,"1","2001",201172,"P803049",NA,"P803049",NA,"C","C42"
7,16.7,9.7,"0",-3,"6",7,7,20,"2",11,NA,"2001",201172,"P803049",NA,"P803054",NA,"C","C42"
7,16.5,9.1,"0",-3,"6",7,7,22,"1",10,"1","2001",201172,"P803049",NA,"P803049",NA,"C","C42"
7,16.7,9.5,"0",-3,"6",7,7,22,"1",10,NA,"2001",201172,"P803049",NA,"P803049",NA,"C","C42"
11,16.1,10.4,"0",0,"7",11,11,12,"1",14,"1","2001",201168,"P803053","P803055","P803053","P803055","C","C29"
11,16.7,11.6,"0",0,"7",11,11,12,"1",14,"2","2001",201168,"P803053","P803055","P803053","P803055","C","C29"
11,14.9,9.5,"0",0,"7",11,11,12,"1",14,"1","2001",201168,"P803053","P803055","P803053","P803055","C","C29"
11,16.7,10.7,"0",0,"7",11,11,12,"1",14,"1","2001",201168,"P803053","P803055","P803053","P803055","C","C29"
11,16.2,10.3,"0",0,"7",11,11,12,"1",14,"1","2001",201168,"P803053","P803055","P803053","P803055","C","C29"
11,16.8,10.6,"0",0,"7",11,11,12,"1",14,"1","2001",201168,"P803053","P803055","P803053","P803055","C","C29"
11,16.6,11.4,"0",0,"7",11,11,12,"1",14,"1","2001",201168,"P803053","P803055","P803053","P803007","C","C29"
11,16.1,10.5,"0",0,"7",11,11,12,"1",14,"1","2001",201168,"P803053","P803055","P803053","P803055","C","C29"
11,16.2,10.4,"0",0,"7",11,11,12,"1",14,"1","2001",201168,"P803053","P803055","P803053","P803055","C","C29"
11,15.9,10.8,"0",0,"7",11,11,12,"1",14,"1","2001",201168,"P803053","P803055","P803053","P803055","C","C29"
11,16.2,11.5,"0",0,"7",11,11,12,"1",14,"2","2001",201168,"P803053","P803055","P803053","P803055","C","C29"
10,15.3,6.3,"0",3,"5",10,10,22,"2",10,NA,"2001",201181,"P803054",NA,"P803049",NA,"C","C102"
10,15.4,6.3,"0",3,"5",10,10,22,"2",10,"1","2001",201181,"P803054",NA,"P803049",NA,"C","C102"
10,16.2,7.2,"0",3,"5",10,10,20,"1",11,"2","2001",201181,"P803054",NA,"P803054",NA,"C","C102"
10,16.1,7.7,"0",3,"5",10,10,22,"2",10,"1","2001",201181,"P803054",NA,"P803049",NA,"C","C102"
10,16.4,7.8,"0",3,"5",10,10,20,"1",11,"2","2001",201181,"P803054",NA,"P803054",NA,"C","C102"
10,15.8,7.2,"0",3,"5",10,10,20,"1",11,"1","2001",201181,"P803054",NA,"P803054",NA,"C","C102"
10,15.8,6.3,"0",3,"5",10,10,22,"2",10,"2","2001",201181,"P803054",NA,"P803049",NA,"C","C102"
10,17.5,9.5,"0",3,"5",10,10,22,"2",10,"2","2001",201181,"P803054",NA,"P803049",NA,"C","C102"
10,16.7,9.1,"0",3,"5",10,10,20,"1",11,"1","2001",201181,"P803054",NA,"P803054",NA,"C","C102"
10,16.1,7.4,"0",3,"5",10,10,22,"2",10,"1","2001",201181,"P803054",NA,"P803049",NA,"C","C102"
6,17,12.5,"0",-2,"6",6,6,22,"1",10,"2","2001",201320,"P803070","P803161","P803070",NA,"O","O28"
6,16.5,11.1,"0",-2,"6",6,6,18,"2",13,NA,"2001",201320,"P803070","P803161","P803045",NA,"O","O28"
6,18.4,12.2,"0",-2,"6",6,6,18,"2",13,"2","2001",201320,"P803070","P803161","P803045",NA,"O","O28"
6,16.3,10.5,"0",-2,"6",6,6,18,"2",13,"1","2001",201320,"P803070","P803161","P803045",NA,"O","O28"
6,16.4,11,"0",-2,"6",6,6,22,"1",10,"1","2001",201320,"P803070","P803161","P803070","P803161","O","O28"
6,16.4,11,"0",-2,"6",6,6,22,"1",10,"1","2001",201320,"P803070","P803161","P803070","P803161","O","O28"
10,17.7,10.9,"0",2,"5",12,10,22,"2",10,"2","2001",201339,"P803045",NA,"P803070","P803161","O","O69"
10,17.5,11.1,"0",2,"5",12,10,18,"1",13,NA,"2001",201339,"P803045",NA,"P803045",NA,"O","O69"
10,17.9,11.3,"0",2,"5",12,10,18,"1",13,NA,"2001",201339,"P803045",NA,"P803045",NA,"O","O69"
10,16.3,9.9,"0",2,"5",12,10,22,"2",10,"1","2001",201339,"P803045",NA,"P803070","P803161","O","O69"
10,17.4,11.7,"0",2,"5",12,10,18,"1",13,"2","2001",201339,"P803045",NA,"P803045",NA,"O","O69"
10,16.1,10.2,"0",2,"5",12,10,22,"2",10,"1","2001",201339,"P803045",NA,"P803070","P803161","O","O69"
10,16.3,9.9,"0",2,"5",12,10,22,"2",10,"1","2001",201339,"P803045",NA,"P803070","P803161","O","O69"
10,17.8,11.3,"0",2,"5",12,10,18,"1",13,"2","2001",201339,"P803045",NA,"P803045",NA,"O","O69"
10,16.6,10.3,"0",2,"5",12,10,18,"1",13,"1","2001",201339,"P803045",NA,"P803045",NA,"O","O69"
10,17.3,10.4,"0",2,"5",12,10,22,"2",10,"2","2001",201339,"P803045",NA,"P803070","P803161","O","O69"
1,16.9,12.1,"0",0,"7",2,2,17,"1",13,"2","2001",201306,"P803071",NA,"P803071",NA,"O","O9"
1,17.2,12.5,"0",0,"7",2,2,17,"1",13,"2","2001",201306,"P803071",NA,"P803071",NA,"O","O9"
5,15.5,10.6,"0",0,"7",5,5,NA,"1",NA,"1","2001",201156,"P803090",NA,"P803090",NA,"C","C6"
5,17.1,11.8,"0",0,"7",5,5,NA,"1",NA,"2","2001",201156,"P803090",NA,"P803090",NA,"C","C6"
5,16.3,11.9,"0",0,"7",5,5,NA,"1",NA,"2","2001",201156,"P803090",NA,"P803090",NA,"C","C6"
5,17,11.6,"0",0,"7",5,5,NA,"1",NA,"2","2001",201156,"P803090",NA,"P803090",NA,"C","C6"
5,16.4,12.2,"0",0,"7",5,5,NA,"1",NA,"2","2001",201156,"P803090",NA,"P803090",NA,"C","C6"
10,16.4,11.5,"0",2,"5",10,10,23,"1",9,"2","2001",201204,"P803095","P803123","P803095","P803123","C","C155"
10,15.6,10.5,"0",2,"5",10,10,23,"1",9,"2","2001",201204,"P803095","P803123","P803095","P803123","C","C155"
10,17.3,11.1,"0",2,"5",10,10,23,"1",9,"1","2001",201204,"P803095","P803123","P803095","P803013","C","C155"
10,16.3,10.6,"0",2,"5",10,10,20,"2",12,"2","2001",201204,"P803095","P803123","P803068","P803069","C","C155"
10,15.6,11.2,"0",2,"5",10,10,23,"1",9,"1","2001",201204,"P803095","P803123","P803095","P803123","C","C155"
10,16.8,11.1,"0",2,"5",10,10,20,"2",12,"1","2001",201204,"P803095","P803123","P803068","P803069","C","C155"
10,15.5,11.3,"0",2,"5",10,10,20,"2",12,"1","2001",201204,"P803095","P803123","P803068","P803167","C","C155"
10,16.1,11.3,"0",2,"5",10,10,20,"2",12,"2","2001",201204,"P803095","P803123","P803068","P803069","C","C155"
10,16.6,10.5,"0",2,"5",10,10,20,"2",12,"1","2001",201204,"P803095","P803123","P803068","P803069","C","C155"
10,16.3,11,"0",2,"5",10,10,20,"2",12,"1","2001",201204,"P803095","P803123","P803068","P803069","C","C155"
10,15.5,10.5,"0",-2,"6",10,10,23,"2",9,"2","2001",201206,"P803068","P803069","P803095","P803123","C","C159"
10,17.2,11.4,"0",-2,"6",10,10,23,"2",9,"1","2001",201206,"P803068","P803069","P803095","P803123","C","C159"
10,16.7,10.2,"1",-2,"6",10,10,23,"2",9,"2","2001",201206,"P803068","P803069","P803095","P803123","C","C159"
10,16.5,10.6,"0",-2,"6",10,10,23,"2",9,"1","2001",201206,"P803068","P803069","P803095","P803123","C","C159"
10,17.1,11.3,"0",-2,"6",10,10,20,"1",12,"1","2001",201206,"P803068","P803069","P803068","P803167","C","C159"
10,16.7,10.3,"0",-2,"6",10,10,20,"1",12,"2","2001",201206,"P803068","P803069","P803068","P803069","C","C159"
10,17.7,10.6,"0",-2,"6",10,10,20,"1",12,"2","2001",201206,"P803068","P803069","P803068","P803167","C","C159"
10,14.6,7.5,"0",-2,"6",10,10,20,"1",12,"1","2001",201206,"P803068","P803069","P803068","P803069","C","C159"
10,16.2,10.1,"0",-2,"6",10,10,20,"1",12,"1","2001",201206,"P803068","P803069","P803068","P803069","C","C159"
10,17,10.9,"0",-2,"6",10,10,20,"1",12,"1","2001",201206,"P803068","P803069","P803068","P803167","C","C159"
12,17.3,10.3,"0",3,"5",12,12,20,"1",9,"2","2001",201428,"P803080","P803081","P803080","P803081","W","W60"
12,17.4,12.1,"0",3,"5",12,12,21,"2",12,"2","2001",201428,"P803080","P803081","P803102","P803078","W","W60"
12,17.7,11.7,"0",3,"5",12,12,21,"2",12,"2","2001",201428,"P803080","P803081","P803102","P803078","W","W60"
